record_type,decision_time,period,scope,asset,flag,current_seed_only,is_substitution_asset,substitution_role,gap_class
C2_MEMBER,2020-04-13T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2020-04-13T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-13T00:00:00+00:00,POST_WARMUP,TOP_6,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-13T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-13T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-13T00:00:00+00:00,POST_WARMUP,TOP_10,ETC-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-13T00:00:00+00:00,POST_WARMUP,TOP_10,ZEC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_6,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_6,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_10,ATOM-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_10,DASH-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_10,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_10,TRX-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_10,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,HYSTERESIS,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,HYSTERESIS,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,HYSTERESIS,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-20T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_6,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_10,DASH-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-20T00:00:00+00:00,POST_WARMUP,TOP_10,ZEC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_6,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_6,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_10,ATOM-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_10,DASH-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_10,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_10,TRX-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_10,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,HYSTERESIS,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,HYSTERESIS,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,HYSTERESIS,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-04-27T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_6,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_10,DASH-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-04-27T00:00:00+00:00,POST_WARMUP,TOP_10,ZEC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_6,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_6,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_6,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_10,ATOM-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_10,DASH-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_10,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_10,TRX-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_10,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,HYSTERESIS,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,HYSTERESIS,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,HYSTERESIS,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-04T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
SUBSTITUTION,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_10,DASH-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-04T00:00:00+00:00,POST_WARMUP,TOP_10,ZEC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_6,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_6,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_6,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_10,ATOM-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_10,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_10,TRX-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_10,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,HYSTERESIS,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,HYSTERESIS,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,HYSTERESIS,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-11T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
SUBSTITUTION,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-11T00:00:00+00:00,POST_WARMUP,TOP_10,ZEC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_6,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_6,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_10,ETC-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_10,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_10,TRX-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_10,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,HYSTERESIS,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,HYSTERESIS,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,HYSTERESIS,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-18T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_6,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_10,ATOM-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_10,ETC-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-18T00:00:00+00:00,POST_WARMUP,TOP_10,KSM-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_6,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_6,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_10,ETC-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_10,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_10,TRX-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_10,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,HYSTERESIS,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,HYSTERESIS,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,HYSTERESIS,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-05-25T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_6,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_10,ATOM-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_10,ETC-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-05-25T00:00:00+00:00,POST_WARMUP,TOP_10,KSM-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_6,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_6,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_10,ETC-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_10,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_10,TRX-USDT,VOLUME_PATTERN_PLAUSIBLE,False,True,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_10,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_10,XTZ-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,HYSTERESIS,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,HYSTERESIS,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,HYSTERESIS,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-01T00:00:00+00:00,POST_WARMUP,HYSTERESIS,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
SUBSTITUTION,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_6,TRX-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_10,ATOM-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_10,ETC-USDT,VOLUME_PATTERN_PLAUSIBLE,True,,C2,LARGE_LIQUIDITY_GAP
SUBSTITUTION,2020-06-01T00:00:00+00:00,POST_WARMUP,TOP_10,KSM-USDT,VOLUME_PATTERN_PLAUSIBLE,False,,D2,LARGE_LIQUIDITY_GAP
C2_MEMBER,2020-06-08T00:00:00+00:00,POST_WARMUP,TOP_6,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-06-08T00:00:00+00:00,POST_WARMUP,TOP_6,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-08T00:00:00+00:00,POST_WARMUP,TOP_6,LTC-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-08T00:00:00+00:00,POST_WARMUP,TOP_6,XRP-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-08T00:00:00+00:00,POST_WARMUP,TOP_10,ADA-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
C2_MEMBER,2020-06-08T00:00:00+00:00,POST_WARMUP,TOP_10,BCHSV-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-06-08T00:00:00+00:00,POST_WARMUP,TOP_10,ETC-USDT,VOLUME_PATTERN_PLAUSIBLE,True,True,,
C2_MEMBER,2020-06-08T00:00:00+00:00,POST_WARMUP,TOP_10,KCS-USDT,VOLUME_PATTERN_PLAUSIBLE,False,False,,
