run_id,execution_order,path,bytes,sha256,evidence_role
002_RD19_P2_V01_DISCOVERY_CORE_C2_2x,2,runs/002/002_RD19_P2_V01_DISCOVERY_CORE_C2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
002_RD19_P2_V01_DISCOVERY_CORE_C2_2x,2,runs/002/002_RD19_P2_V01_DISCOVERY_CORE_C2_2x/equity-curve.parquet,234932,eb18d68f62913bad8afe6603b25b4a3eed610872113008d239a825c298d5d1cf,RUN_ARTIFACT
002_RD19_P2_V01_DISCOVERY_CORE_C2_2x,2,runs/002/002_RD19_P2_V01_DISCOVERY_CORE_C2_2x/run-metrics.json,1326,16cc2c594178e3e1dd418184587659089e30d3134e6996e7c1b655b63e7cdd77,RUN_ARTIFACT
002_RD19_P2_V01_DISCOVERY_CORE_C2_2x,2,runs/002/002_RD19_P2_V01_DISCOVERY_CORE_C2_2x/checkpoint.json,1084,b1d5965bd358873a687de46198279746bc528c8d52aca3facf830aef467e0135,RUN_CHECKPOINT
003_RD19_P2_V01_DISCOVERY_CORE_D2_1x,3,runs/003/003_RD19_P2_V01_DISCOVERY_CORE_D2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
003_RD19_P2_V01_DISCOVERY_CORE_D2_1x,3,runs/003/003_RD19_P2_V01_DISCOVERY_CORE_D2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
003_RD19_P2_V01_DISCOVERY_CORE_D2_1x,3,runs/003/003_RD19_P2_V01_DISCOVERY_CORE_D2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
003_RD19_P2_V01_DISCOVERY_CORE_D2_1x,3,runs/003/003_RD19_P2_V01_DISCOVERY_CORE_D2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
003_RD19_P2_V01_DISCOVERY_CORE_D2_1x,3,runs/003/003_RD19_P2_V01_DISCOVERY_CORE_D2_1x/equity-curve.parquet,234932,3810452f573f4628a3fc13f1709a350d0fb0c7da16561100c3f9b3958e0d0ff0,RUN_ARTIFACT
003_RD19_P2_V01_DISCOVERY_CORE_D2_1x,3,runs/003/003_RD19_P2_V01_DISCOVERY_CORE_D2_1x/run-metrics.json,1326,b97f4252d6fcab4888779733f1d2e1ecaa61537a364423c86bd0847884769ebf,RUN_ARTIFACT
003_RD19_P2_V01_DISCOVERY_CORE_D2_1x,3,runs/003/003_RD19_P2_V01_DISCOVERY_CORE_D2_1x/checkpoint.json,1084,1ce18aa8f312705086e7e9a64d5d57a84e7ae438a0a86f02bd403a5a4d6313db,RUN_CHECKPOINT
004_RD19_P2_V01_DISCOVERY_CORE_D2_2x,4,runs/004/004_RD19_P2_V01_DISCOVERY_CORE_D2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
004_RD19_P2_V01_DISCOVERY_CORE_D2_2x,4,runs/004/004_RD19_P2_V01_DISCOVERY_CORE_D2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
004_RD19_P2_V01_DISCOVERY_CORE_D2_2x,4,runs/004/004_RD19_P2_V01_DISCOVERY_CORE_D2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
004_RD19_P2_V01_DISCOVERY_CORE_D2_2x,4,runs/004/004_RD19_P2_V01_DISCOVERY_CORE_D2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
004_RD19_P2_V01_DISCOVERY_CORE_D2_2x,4,runs/004/004_RD19_P2_V01_DISCOVERY_CORE_D2_2x/equity-curve.parquet,234932,7f635277ecb61a47b6d102227529371b00587a1756abdd2a9c32f4cbc92466f4,RUN_ARTIFACT
004_RD19_P2_V01_DISCOVERY_CORE_D2_2x,4,runs/004/004_RD19_P2_V01_DISCOVERY_CORE_D2_2x/run-metrics.json,1326,0eaf64e87cb1d753f2edadb32d589bf4c5ab1478b79869ce014b0cf5925b5442,RUN_ARTIFACT
004_RD19_P2_V01_DISCOVERY_CORE_D2_2x,4,runs/004/004_RD19_P2_V01_DISCOVERY_CORE_D2_2x/checkpoint.json,1084,756928c4c8fd88ac5f840b168ec18bcd7697f9e4a353c02343c266bfc8befcb4,RUN_CHECKPOINT
005_RD19_P2_V01_DISCOVERY_CORE_E2_1x,5,runs/005/005_RD19_P2_V01_DISCOVERY_CORE_E2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
005_RD19_P2_V01_DISCOVERY_CORE_E2_1x,5,runs/005/005_RD19_P2_V01_DISCOVERY_CORE_E2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
005_RD19_P2_V01_DISCOVERY_CORE_E2_1x,5,runs/005/005_RD19_P2_V01_DISCOVERY_CORE_E2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
005_RD19_P2_V01_DISCOVERY_CORE_E2_1x,5,runs/005/005_RD19_P2_V01_DISCOVERY_CORE_E2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
005_RD19_P2_V01_DISCOVERY_CORE_E2_1x,5,runs/005/005_RD19_P2_V01_DISCOVERY_CORE_E2_1x/equity-curve.parquet,234932,9825986fcc51aae184c66fec17627e6420a526ecfe9aaf1a2c226764f0bcda5f,RUN_ARTIFACT
005_RD19_P2_V01_DISCOVERY_CORE_E2_1x,5,runs/005/005_RD19_P2_V01_DISCOVERY_CORE_E2_1x/run-metrics.json,1326,c0672d8f4c8a1a9ebc9f1807a5b46328af9762376566176ea021e896e1321c35,RUN_ARTIFACT
005_RD19_P2_V01_DISCOVERY_CORE_E2_1x,5,runs/005/005_RD19_P2_V01_DISCOVERY_CORE_E2_1x/checkpoint.json,1084,0f41b4a62e2b2fa39dddf4d5db6b80fecd5af6941a75368e4fee0c59f494daae,RUN_CHECKPOINT
006_RD19_P2_V01_DISCOVERY_CORE_E2_2x,6,runs/006/006_RD19_P2_V01_DISCOVERY_CORE_E2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
006_RD19_P2_V01_DISCOVERY_CORE_E2_2x,6,runs/006/006_RD19_P2_V01_DISCOVERY_CORE_E2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
006_RD19_P2_V01_DISCOVERY_CORE_E2_2x,6,runs/006/006_RD19_P2_V01_DISCOVERY_CORE_E2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
006_RD19_P2_V01_DISCOVERY_CORE_E2_2x,6,runs/006/006_RD19_P2_V01_DISCOVERY_CORE_E2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
006_RD19_P2_V01_DISCOVERY_CORE_E2_2x,6,runs/006/006_RD19_P2_V01_DISCOVERY_CORE_E2_2x/equity-curve.parquet,234932,be5b581a84fc6b43fa79481b2f8691c33d2e8d200a3a99d7e6f3901edae6482f,RUN_ARTIFACT
006_RD19_P2_V01_DISCOVERY_CORE_E2_2x,6,runs/006/006_RD19_P2_V01_DISCOVERY_CORE_E2_2x/run-metrics.json,1326,856d0d0b269a5ea720596fd017790e3033e78d167e7fa121ff659325bf643372,RUN_ARTIFACT
006_RD19_P2_V01_DISCOVERY_CORE_E2_2x,6,runs/006/006_RD19_P2_V01_DISCOVERY_CORE_E2_2x/checkpoint.json,1084,e6c2dc3b827fe0f8764803a5206a38e7c97b6256b3ccde6f6c0674653cea6ba6,RUN_CHECKPOINT
007_RD19_P2_V01_VALIDATION_2022_C2_1x,7,runs/007/007_RD19_P2_V01_VALIDATION_2022_C2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
007_RD19_P2_V01_VALIDATION_2022_C2_1x,7,runs/007/007_RD19_P2_V01_VALIDATION_2022_C2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
007_RD19_P2_V01_VALIDATION_2022_C2_1x,7,runs/007/007_RD19_P2_V01_VALIDATION_2022_C2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
007_RD19_P2_V01_VALIDATION_2022_C2_1x,7,runs/007/007_RD19_P2_V01_VALIDATION_2022_C2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
007_RD19_P2_V01_VALIDATION_2022_C2_1x,7,runs/007/007_RD19_P2_V01_VALIDATION_2022_C2_1x/equity-curve.parquet,80294,8fe242bc113dd07cdc7caed1a9bee7a294135c3613c9022a59fc88a2e40fa8ad,RUN_ARTIFACT
007_RD19_P2_V01_VALIDATION_2022_C2_1x,7,runs/007/007_RD19_P2_V01_VALIDATION_2022_C2_1x/run-metrics.json,1294,3fdd8cede292e1fe3b5e11b3ae603d237f6c3be6ac802c794b86f2896a6aa527,RUN_ARTIFACT
007_RD19_P2_V01_VALIDATION_2022_C2_1x,7,runs/007/007_RD19_P2_V01_VALIDATION_2022_C2_1x/checkpoint.json,1084,0eb54b83ffe23d2812606378158d8d7080c9ebd7ae048a1662ed9808003347d8,RUN_CHECKPOINT
008_RD19_P2_V01_VALIDATION_2022_C2_2x,8,runs/008/008_RD19_P2_V01_VALIDATION_2022_C2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
008_RD19_P2_V01_VALIDATION_2022_C2_2x,8,runs/008/008_RD19_P2_V01_VALIDATION_2022_C2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
008_RD19_P2_V01_VALIDATION_2022_C2_2x,8,runs/008/008_RD19_P2_V01_VALIDATION_2022_C2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
008_RD19_P2_V01_VALIDATION_2022_C2_2x,8,runs/008/008_RD19_P2_V01_VALIDATION_2022_C2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
008_RD19_P2_V01_VALIDATION_2022_C2_2x,8,runs/008/008_RD19_P2_V01_VALIDATION_2022_C2_2x/equity-curve.parquet,80294,48f27c0b2c6fed35f3d8d87b5f56aac2d4aa77b52fa6307eff7cb6d654b8d1b2,RUN_ARTIFACT
008_RD19_P2_V01_VALIDATION_2022_C2_2x,8,runs/008/008_RD19_P2_V01_VALIDATION_2022_C2_2x/run-metrics.json,1294,c45194d1e9b996e2998ff91841ef45238af2d6eca9b162110b23ffdd9c781c6b,RUN_ARTIFACT
008_RD19_P2_V01_VALIDATION_2022_C2_2x,8,runs/008/008_RD19_P2_V01_VALIDATION_2022_C2_2x/checkpoint.json,1084,a768987f45c59eff7b51825af2c78a5ab008fec20affdbfb9ca9a57037abd01b,RUN_CHECKPOINT
009_RD19_P2_V01_VALIDATION_2022_D2_1x,9,runs/009/009_RD19_P2_V01_VALIDATION_2022_D2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
009_RD19_P2_V01_VALIDATION_2022_D2_1x,9,runs/009/009_RD19_P2_V01_VALIDATION_2022_D2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
009_RD19_P2_V01_VALIDATION_2022_D2_1x,9,runs/009/009_RD19_P2_V01_VALIDATION_2022_D2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
009_RD19_P2_V01_VALIDATION_2022_D2_1x,9,runs/009/009_RD19_P2_V01_VALIDATION_2022_D2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
009_RD19_P2_V01_VALIDATION_2022_D2_1x,9,runs/009/009_RD19_P2_V01_VALIDATION_2022_D2_1x/equity-curve.parquet,80294,b2d87e112a1b613f540496b368f9551c7796a39d7774ab211dbb40d0c6390db0,RUN_ARTIFACT
009_RD19_P2_V01_VALIDATION_2022_D2_1x,9,runs/009/009_RD19_P2_V01_VALIDATION_2022_D2_1x/run-metrics.json,1294,12a32351732005514f8ea906394dea876fa9f5742b725630cccec27f913c5c42,RUN_ARTIFACT
009_RD19_P2_V01_VALIDATION_2022_D2_1x,9,runs/009/009_RD19_P2_V01_VALIDATION_2022_D2_1x/checkpoint.json,1084,1f853ab1714168e4b8250d01a1d00fd8a321c99692b71e1cdc5ca0c03a99fe38,RUN_CHECKPOINT
010_RD19_P2_V01_VALIDATION_2022_D2_2x,10,runs/010/010_RD19_P2_V01_VALIDATION_2022_D2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
010_RD19_P2_V01_VALIDATION_2022_D2_2x,10,runs/010/010_RD19_P2_V01_VALIDATION_2022_D2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
010_RD19_P2_V01_VALIDATION_2022_D2_2x,10,runs/010/010_RD19_P2_V01_VALIDATION_2022_D2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
010_RD19_P2_V01_VALIDATION_2022_D2_2x,10,runs/010/010_RD19_P2_V01_VALIDATION_2022_D2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
010_RD19_P2_V01_VALIDATION_2022_D2_2x,10,runs/010/010_RD19_P2_V01_VALIDATION_2022_D2_2x/equity-curve.parquet,80294,2828238716b986ef66fa1633acfaee19ca7d9c3c383d6f42e97839b7849c31f3,RUN_ARTIFACT
010_RD19_P2_V01_VALIDATION_2022_D2_2x,10,runs/010/010_RD19_P2_V01_VALIDATION_2022_D2_2x/run-metrics.json,1295,74cbafcc722db9d8841c22b94f3659e59671a5abc72bd78e7340a20e2352332d,RUN_ARTIFACT
010_RD19_P2_V01_VALIDATION_2022_D2_2x,10,runs/010/010_RD19_P2_V01_VALIDATION_2022_D2_2x/checkpoint.json,1085,cebe2732c7868fdd2fbf97d404aeba404b8000dd96ef035192f325276d6c40c0,RUN_CHECKPOINT
011_RD19_P2_V01_VALIDATION_2022_E2_1x,11,runs/011/011_RD19_P2_V01_VALIDATION_2022_E2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
011_RD19_P2_V01_VALIDATION_2022_E2_1x,11,runs/011/011_RD19_P2_V01_VALIDATION_2022_E2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
011_RD19_P2_V01_VALIDATION_2022_E2_1x,11,runs/011/011_RD19_P2_V01_VALIDATION_2022_E2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
011_RD19_P2_V01_VALIDATION_2022_E2_1x,11,runs/011/011_RD19_P2_V01_VALIDATION_2022_E2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
011_RD19_P2_V01_VALIDATION_2022_E2_1x,11,runs/011/011_RD19_P2_V01_VALIDATION_2022_E2_1x/equity-curve.parquet,80294,42a4a78b243ef2237d2944de2df8c0e700eb9125a25061f489a857f7c98d34c1,RUN_ARTIFACT
011_RD19_P2_V01_VALIDATION_2022_E2_1x,11,runs/011/011_RD19_P2_V01_VALIDATION_2022_E2_1x/run-metrics.json,1295,bbc2fab90d3c2761843528fe75c260774e0dcbf282eb5fc872fbbfd26a484fb0,RUN_ARTIFACT
011_RD19_P2_V01_VALIDATION_2022_E2_1x,11,runs/011/011_RD19_P2_V01_VALIDATION_2022_E2_1x/checkpoint.json,1085,1eec9777994cbefd5c48cb8856d99c895fb8913d2d0272f0f82bf004b4fc92a6,RUN_CHECKPOINT
012_RD19_P2_V01_VALIDATION_2022_E2_2x,12,runs/012/012_RD19_P2_V01_VALIDATION_2022_E2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
012_RD19_P2_V01_VALIDATION_2022_E2_2x,12,runs/012/012_RD19_P2_V01_VALIDATION_2022_E2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
012_RD19_P2_V01_VALIDATION_2022_E2_2x,12,runs/012/012_RD19_P2_V01_VALIDATION_2022_E2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
012_RD19_P2_V01_VALIDATION_2022_E2_2x,12,runs/012/012_RD19_P2_V01_VALIDATION_2022_E2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
012_RD19_P2_V01_VALIDATION_2022_E2_2x,12,runs/012/012_RD19_P2_V01_VALIDATION_2022_E2_2x/equity-curve.parquet,80294,90687b6525f16a9351023848186726a24ac475dbab3b09f32192894e3f3df284,RUN_ARTIFACT
012_RD19_P2_V01_VALIDATION_2022_E2_2x,12,runs/012/012_RD19_P2_V01_VALIDATION_2022_E2_2x/run-metrics.json,1295,b4b3260d1c0853654065fc9a70a8340a121af0d4d11218dc64c4b8203fd45175,RUN_ARTIFACT
012_RD19_P2_V01_VALIDATION_2022_E2_2x,12,runs/012/012_RD19_P2_V01_VALIDATION_2022_E2_2x/checkpoint.json,1085,0d77d8237c4bfb361c6e115e580d072597cbd8c3843fc69fe194f3a1de419620,RUN_CHECKPOINT
013_RD19_P2_V01_STRESS_2023_C2_1x,13,runs/013/013_RD19_P2_V01_STRESS_2023_C2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
013_RD19_P2_V01_STRESS_2023_C2_1x,13,runs/013/013_RD19_P2_V01_STRESS_2023_C2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
013_RD19_P2_V01_STRESS_2023_C2_1x,13,runs/013/013_RD19_P2_V01_STRESS_2023_C2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
013_RD19_P2_V01_STRESS_2023_C2_1x,13,runs/013/013_RD19_P2_V01_STRESS_2023_C2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
013_RD19_P2_V01_STRESS_2023_C2_1x,13,runs/013/013_RD19_P2_V01_STRESS_2023_C2_1x/equity-curve.parquet,80276,20c4ca9524b0c6c7dcd41823825f6d07cc5e5e9736b30e892b2f685104b78576,RUN_ARTIFACT
013_RD19_P2_V01_STRESS_2023_C2_1x,13,runs/013/013_RD19_P2_V01_STRESS_2023_C2_1x/run-metrics.json,1287,993d4f84f0275c06ebf1efec4c82df9fcc1095ba757ed964815ab842570bad83,RUN_ARTIFACT
013_RD19_P2_V01_STRESS_2023_C2_1x,13,runs/013/013_RD19_P2_V01_STRESS_2023_C2_1x/checkpoint.json,1081,756f2665bcadd9454587d165f8234ed81a65fbe429bff0abc48fb9be8f1c4586,RUN_CHECKPOINT
014_RD19_P2_V01_STRESS_2023_C2_2x,14,runs/014/014_RD19_P2_V01_STRESS_2023_C2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
014_RD19_P2_V01_STRESS_2023_C2_2x,14,runs/014/014_RD19_P2_V01_STRESS_2023_C2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
014_RD19_P2_V01_STRESS_2023_C2_2x,14,runs/014/014_RD19_P2_V01_STRESS_2023_C2_2x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
014_RD19_P2_V01_STRESS_2023_C2_2x,14,runs/014/014_RD19_P2_V01_STRESS_2023_C2_2x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
014_RD19_P2_V01_STRESS_2023_C2_2x,14,runs/014/014_RD19_P2_V01_STRESS_2023_C2_2x/equity-curve.parquet,80276,1a075f47de5833aa867fbf13f477c946dfe2c3909b345d576a43cea1d55c4f09,RUN_ARTIFACT
014_RD19_P2_V01_STRESS_2023_C2_2x,14,runs/014/014_RD19_P2_V01_STRESS_2023_C2_2x/run-metrics.json,1287,76cbcbd054718f45c064eb5cd4e786731c6efd653aa0547b2c7780bf8cedc094,RUN_ARTIFACT
014_RD19_P2_V01_STRESS_2023_C2_2x,14,runs/014/014_RD19_P2_V01_STRESS_2023_C2_2x/checkpoint.json,1081,d27894e126bdeaf78e83af616d642deb66cea7d08e56750943040e4171efae67,RUN_CHECKPOINT
015_RD19_P2_V01_STRESS_2023_D2_1x,15,runs/015/015_RD19_P2_V01_STRESS_2023_D2_1x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
015_RD19_P2_V01_STRESS_2023_D2_1x,15,runs/015/015_RD19_P2_V01_STRESS_2023_D2_1x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
015_RD19_P2_V01_STRESS_2023_D2_1x,15,runs/015/015_RD19_P2_V01_STRESS_2023_D2_1x/trades.parquet,10811,0304be91b9e2744d5524092bd411adaf70f801fd608522e1e6eea9e3ab553749,RUN_ARTIFACT
015_RD19_P2_V01_STRESS_2023_D2_1x,15,runs/015/015_RD19_P2_V01_STRESS_2023_D2_1x/cash-ledger.parquet,3932,bfb9ac4fd1e545232567fae9b4ceee048e73c055ff7672164ff73472a92218c5,RUN_ARTIFACT
015_RD19_P2_V01_STRESS_2023_D2_1x,15,runs/015/015_RD19_P2_V01_STRESS_2023_D2_1x/equity-curve.parquet,80276,a33074e33c896d98cd9c44638b9f32b935b053df822ad57d60ee506477495bb4,RUN_ARTIFACT
015_RD19_P2_V01_STRESS_2023_D2_1x,15,runs/015/015_RD19_P2_V01_STRESS_2023_D2_1x/run-metrics.json,1287,f5d1626a9f61aa2a02648538d2a1a5dea24f989e942ae897c4a9ee3d92121aac,RUN_ARTIFACT
015_RD19_P2_V01_STRESS_2023_D2_1x,15,runs/015/015_RD19_P2_V01_STRESS_2023_D2_1x/checkpoint.json,1081,c8f520787a4223a143e007c67654dda17a8618b120c1ce6822b1b35fb1b56d3e,RUN_CHECKPOINT
016_RD19_P2_V01_STRESS_2023_D2_2x,16,runs/016/016_RD19_P2_V01_STRESS_2023_D2_2x/candidates.parquet,6559,fdbfc576732f46b5ecf70b0a76867730c47bf66e95ebe9c98802c915907718ab,RUN_ARTIFACT
016_RD19_P2_V01_STRESS_2023_D2_2x,16,runs/016/016_RD19_P2_V01_STRESS_2023_D2_2x/evaluated.parquet,10037,21fca00030c2e0ffc2b440e0e554515c9fd2523502192203629cfc5f7faf1f98,RUN_ARTIFACT
