scope,variant_id,cost_multiplier,trade_count,net_return,monthly_geometric_return,maximum_drawdown,profit_factor,minimum_cash,minimum_equity,capital_feasible
OVERLAY,VWAP_RECLAIM_CONTINUATION,1.5,1741,-1.978556792762094,,1.8558673668754457,0.7695071201046045,-681729.9912604494,-97855.67927620938,False
OVERLAY,VWAP_RECLAIM_CONTINUATION,2.0,1741,-2.90851549622933,,2.7465000439805802,0.6862540384214726,-735522.6711632011,-190851.54962293297,False
OVERLAY,VWAP_RECLAIM_CONTINUATION,3.0,1741,-4.7684329031637915,,4.593982873882869,0.5551356323092482,-843108.0309687047,-376843.29031637916,False
STANDALONE,VOLATILITY_SQUEEZE_RELEASE,1.0,501,0.4233199227700313,0.00491367585427227,0.35763498807471183,1.1672890886004939,-321412.8903422191,93067.2306225504,False
STANDALONE,VOLATILITY_SQUEEZE_RELEASE,1.5,501,0.06805105420616742,0.0009146093461378513,0.45150740616296414,1.0244321991846355,-341646.00028996693,90949.78295048854,False
STANDALONE,VOLATILITY_SQUEEZE_RELEASE,2.0,501,-0.28721781435771054,-0.00469047353028762,0.5585685872697923,0.9059321887431023,-361879.1102377158,69080.39717706252,False
STANDALONE,VOLATILITY_SQUEEZE_RELEASE,3.0,501,-0.9977555514854475,-0.08120727255557114,0.9983313298484573,0.7237725430047107,-402345.3301332125,224.4448514552496,False
OVERLAY,VOLATILITY_SQUEEZE_RELEASE,1.0,866,-0.03978451124522153,-0.0005635781218750191,0.39053591558350775,0.9896376217455842,-327731.83566335356,84317.83333750576,False
OVERLAY,VOLATILITY_SQUEEZE_RELEASE,1.5,866,-0.5048582426297492,-0.009713133726221845,0.6528487626552336,0.878867103484577,-354385.98085781373,49514.17573702507,False
OVERLAY,VOLATILITY_SQUEEZE_RELEASE,2.0,866,-0.9699319740142943,-0.04749560538467679,0.9768936903063218,0.7851278117869821,-381040.12605227524,3006.802598570568,False
OVERLAY,VOLATILITY_SQUEEZE_RELEASE,3.0,866,-1.9000794367833547,,1.8453859086482551,0.637657039365842,-434348.4164411961,-90007.94367833546,False
STANDALONE,RELATIVE_STRENGTH_LEADER_BREAKOUT,1.0,263,-0.07534915554544164,-0.00108722378883086,0.2443734537847304,0.9341408236710287,-10079.634941183402,76308.04352885592,False
STANDALONE,RELATIVE_STRENGTH_LEADER_BREAKOUT,1.5,263,-0.13703409322210258,-0.002044425050938603,0.2712453760412369,0.8841108174407879,-12341.221215882892,73573.49921582092,False
STANDALONE,RELATIVE_STRENGTH_LEADER_BREAKOUT,2.0,263,-0.1987190308987662,-0.003071624216835933,0.2981325288780985,0.837225817606365,-14602.807490582454,70838.9549027858,False
STANDALONE,RELATIVE_STRENGTH_LEADER_BREAKOUT,3.0,263,-0.3220889062520894,-0.005383482469636158,0.3519525781169681,0.752722763019498,-19125.98003998155,65369.866276715686,False
OVERLAY,RELATIVE_STRENGTH_LEADER_BREAKOUT,1.0,783,0.8640723496921265,0.008685184122449785,0.19342269837243942,1.279675970573174,4843.526852046423,94394.38771251838,True
OVERLAY,RELATIVE_STRENGTH_LEADER_BREAKOUT,1.5,783,0.5729638855856856,0.006309641221125428,0.24676340908426475,1.1753545643861774,-5086.441769657205,93628.14780435972,False
OVERLAY,RELATIVE_STRENGTH_LEADER_BREAKOUT,2.0,783,0.2818554214792186,0.003453960327528094,0.3130688477811847,1.0815823151328132,-19951.627694462943,92861.90789620101,False
OVERLAY,RELATIVE_STRENGTH_LEADER_BREAKOUT,3.0,783,-0.3003615067336869,-0.00494767566934895,0.5081062005228507,0.9221179862589571,-69076.0576808581,69963.84932663132,False
STANDALONE,DEFENSIVE_SWEEP_REVERSAL,1.0,483,-0.8608207554312995,-0.02701154267056083,0.863196043225267,0.6098562175154392,-474517.3530122142,13917.924456870045,False
STANDALONE,DEFENSIVE_SWEEP_REVERSAL,1.5,483,-1.1570137569359111,,1.154534963120012,0.5233679838260002,-490336.3378927475,-15701.375693591108,False
STANDALONE,DEFENSIVE_SWEEP_REVERSAL,2.0,483,-1.4532067584405315,,1.4466332225722844,0.45395246959834706,-506155.32277328114,-45320.675844053156,False
STANDALONE,DEFENSIVE_SWEEP_REVERSAL,3.0,483,-2.0455927614497593,,2.033119665939097,0.35139894818957457,-537793.2925343481,-104559.27614497591,False
OVERLAY,DEFENSIVE_SWEEP_REVERSAL,1.0,1041,-0.027728738389988572,-0.00039040374217735874,0.4223276034797684,0.9936146181705465,-416454.4125736924,81705.88344658013,False
OVERLAY,DEFENSIVE_SWEEP_REVERSAL,1.5,1041,-0.5603908363370063,-0.011347588207239356,0.7005648301283384,0.8810032159024418,-446359.32119670074,43960.91636629938,False
OVERLAY,DEFENSIVE_SWEEP_REVERSAL,2.0,1041,-1.0930529342840427,,1.0689711926212615,0.7855997329533317,-476264.22981971037,-9305.293428404271,False
OVERLAY,DEFENSIVE_SWEEP_REVERSAL,3.0,1041,-2.158377130178097,,2.0424433382787477,0.6355035341357324,-536074.0470657285,-115837.7130178097,False
ALL_NEW_OVERLAY,ALL_SIX_NEW_ENGINES_OVERLAY,1.0,3106,-3.941848772332091,,3.799148006806995,0.7270539876997446,-1011012.4269047794,-294184.8772332091,False
ALL_NEW_OVERLAY,ALL_SIX_NEW_ENGINES_OVERLAY,1.5,3106,-5.646151058417789,,5.423347397251402,0.6395577141121553,-1112192.2207848327,-464615.105841779,False
ALL_NEW_OVERLAY,ALL_SIX_NEW_ENGINES_OVERLAY,2.0,3106,-7.350453344503545,,7.049434848725718,0.5665078263843096,-1213372.0146648868,-635045.3344503545,False
ALL_NEW_OVERLAY,ALL_SIX_NEW_ENGINES_OVERLAY,3.0,3106,-10.75905791667493,,10.307287118821833,0.453409545492333,-1415731.6024249927,-975905.791667493,False
