period,start_equity,end_equity,return,trade_count,architecture_id
2021-10,168101.12452878407,168481.49223931268,0.0022627315051868546,18,COMPOSITE_ALPHA_V3
2021-11,168481.49223931268,168932.94941252252,0.0026795653766444882,7,COMPOSITE_ALPHA_V3
2021-12,168932.94941252252,170790.26231134802,0.010994379162173162,9,COMPOSITE_ALPHA_V3
2022-01,170790.26231134802,168585.39858477356,-0.01290977422679418,3,COMPOSITE_ALPHA_V3
2022-02,168585.39858477356,167555.407199511,-0.006109612065511194,2,COMPOSITE_ALPHA_V3
2022-03,167555.407199511,171845.00073645933,0.025601045102893183,6,COMPOSITE_ALPHA_V3
2022-04,171845.00073645933,169943.09240453865,-0.011067580225027518,5,COMPOSITE_ALPHA_V3
2022-05,169943.09240453865,169943.09240453865,0.0,0,COMPOSITE_ALPHA_V3
2022-06,169943.09240453865,169943.09240453865,0.0,0,COMPOSITE_ALPHA_V3
2022-07,169943.09240453865,169943.09240453865,0.0,0,COMPOSITE_ALPHA_V3
2022-08,169943.09240453865,169943.09240453865,0.0,0,COMPOSITE_ALPHA_V3
2022-09,169943.09240453865,169943.09240453865,0.0,0,COMPOSITE_ALPHA_V3
2022-10,169943.09240453865,169943.09240453865,0.0,0,COMPOSITE_ALPHA_V3
2022-11,169943.09240453865,170402.48459071392,0.002703211879196088,1,COMPOSITE_ALPHA_V3
2022-12,170402.48459071392,170402.48459071392,0.0,0,COMPOSITE_ALPHA_V3
2023-01,170402.48459071392,169359.8911705021,-0.006118416774943292,4,COMPOSITE_ALPHA_V3
2023-02,169359.8911705021,169088.75922294863,-0.0016009218338508546,2,COMPOSITE_ALPHA_V3
2023-03,169088.75922294863,165918.0652783856,-0.01875165421482805,14,COMPOSITE_ALPHA_V3
2023-04,165918.0652783856,167273.91509552102,0.008171803443226766,12,COMPOSITE_ALPHA_V3
2023-05,167273.91509552102,166482.806655353,-0.00472941904729296,5,COMPOSITE_ALPHA_V3
2023-06,166482.806655353,170224.59945506317,0.022475550928549026,7,COMPOSITE_ALPHA_V3
2023-07,170224.59945506317,172056.60738183022,0.010762298355418753,10,COMPOSITE_ALPHA_V3
2023-08,172056.60738183022,171413.7181846162,-0.00373649816183641,2,COMPOSITE_ALPHA_V3
2023-09,171413.7181846162,171491.47038321398,0.00045359379296594504,2,COMPOSITE_ALPHA_V3
2023-10,171491.47038321398,196718.5606713733,0.1471040526493066,10,COMPOSITE_ALPHA_V3
2023-11,196718.5606713733,195876.87473799667,-0.004278629990500549,15,COMPOSITE_ALPHA_V3
2023-12,195876.87473799667,206530.5755948582,0.05438978374099457,21,COMPOSITE_ALPHA_V3
2024-01,206530.5755948582,202736.106813808,-0.018372431152729907,19,COMPOSITE_ALPHA_V3
2024-02,202736.106813808,224902.53772505865,0.10933637455911205,19,COMPOSITE_ALPHA_V3
2024-03,224902.53772505865,223702.8369195876,-0.005334314221645986,27,COMPOSITE_ALPHA_V3
2024-04,223702.8369195876,221125.8740923678,-0.011519580451928357,11,COMPOSITE_ALPHA_V3
2024-05,221125.8740923678,224079.2848366906,0.013356242259958906,23,COMPOSITE_ALPHA_V3
2024-06,224079.2848366906,221846.41758506518,-0.00996463039076878,12,COMPOSITE_ALPHA_V3
2024-07,221846.41758506518,228556.80139096535,0.030247879947518763,11,COMPOSITE_ALPHA_V3
2024-08,228556.80139096535,228556.80139096535,0.0,0,COMPOSITE_ALPHA_V3
2024-09,228556.80139096535,223493.33655309817,-0.02215407639173994,8,COMPOSITE_ALPHA_V3
2024-10,223493.33655309817,224403.82838277845,0.0040739104070064425,11,COMPOSITE_ALPHA_V3
2024-11,224403.82838277845,221074.52523478703,-0.014836213677747234,15,COMPOSITE_ALPHA_V3
2024-12,221074.52523478703,208155.8631402266,-0.058435778979240016,23,COMPOSITE_ALPHA_V3
2025-01,208155.8631402266,208155.8631402266,0.0,0,COMPOSITE_ALPHA_V3
