family_id,control_trade_id,decision_time,universe_id,period_id,pair,entry_time,control_exit_time,entry_price,holding_age_hours,remaining_control_hours,entry_relative_close_return,mfe_return,mae_return,path_position,retained_mfe_fraction,last_12_completed_closes_above_entry_count,last_12_completed_closes_below_entry_count,event_id
ADVERSE_PATH_DOMINANCE,341,2022-01-03 18:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 19:00:00+00:00,2022-01-04 19:00:00+00:00,113.531,47,25,-0.03686217861200902,0.03495961455461494,-0.05233812791220027,0.1772777721723351,-1.054421768707485,0,12,11
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,1,2022-01-04 15:00:00+00:00,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 18:00:00+00:00,2022-01-05 18:00:00+00:00,3839.21,45,27,0.006967579267609825,0.00932223035468227,-0.040815688644278314,0.9530365213777369,0.7474154791841443,1,11,12
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,170,2022-01-04 15:00:00+00:00,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 18:00:00+00:00,2022-01-05 18:00:00+00:00,3839.21,45,27,0.006967579267609825,0.00932223035468227,-0.040815688644278314,0.9530365213777369,0.7474154791841443,1,11,13
ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,342,2022-01-04 15:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 18:00:00+00:00,2022-01-05 18:00:00+00:00,3839.21,45,27,0.006967579267609825,0.00932223035468227,-0.040815688644278314,0.9530365213777369,0.7474154791841443,1,11,14
UNRECOVERED_ENTRY_FAILURE,2,2022-02-11 01:00:00+00:00,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,3246.99,28,44,-0.053757480004557934,0.011398248839694647,-0.058598886969162156,0.06916578669482694,-4.716292893812456,0,12,15
UNRECOVERED_ENTRY_FAILURE,171,2022-02-11 01:00:00+00:00,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,3246.99,28,44,-0.053757480004557934,0.011398248839694647,-0.058598886969162156,0.06916578669482694,-4.716292893812456,0,12,16
UNRECOVERED_ENTRY_FAILURE,343,2022-02-11 01:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,3246.99,28,44,-0.053757480004557934,0.011398248839694647,-0.058598886969162156,0.06916578669482694,-4.716292893812456,0,12,17
ADVERSE_PATH_DOMINANCE,2,2022-02-11 06:00:00+00:00,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,3246.99,33,39,-0.0550201879278962,0.011398248839694647,-0.07580867203163533,0.23838112727786398,-4.827073763847585,0,12,18
ADVERSE_PATH_DOMINANCE,171,2022-02-11 06:00:00+00:00,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,3246.99,33,39,-0.0550201879278962,0.011398248839694647,-0.07580867203163533,0.23838112727786398,-4.827073763847585,0,12,19
ADVERSE_PATH_DOMINANCE,343,2022-02-11 06:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,3246.99,33,39,-0.0550201879278962,0.011398248839694647,-0.07580867203163533,0.23838112727786398,-4.827073763847585,0,12,20
ADVERSE_PATH_DOMINANCE,2,2022-02-11 10:00:00+00:00,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,3246.99,37,35,-0.05456438116532536,0.011398248839694647,-0.07580867203163533,0.2436078542166968,-4.7870845717373465,0,12,21
ADVERSE_PATH_DOMINANCE,171,2022-02-11 10:00:00+00:00,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,3246.99,37,35,-0.05456438116532536,0.011398248839694647,-0.07580867203163533,0.2436078542166968,-4.7870845717373465,0,12,22
ADVERSE_PATH_DOMINANCE,343,2022-02-11 10:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,3246.99,37,35,-0.05456438116532536,0.011398248839694647,-0.07580867203163533,0.2436078542166968,-4.7870845717373465,0,12,23
ADVERSE_PATH_DOMINANCE,2,2022-02-11 20:00:00+00:00,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,3246.99,47,25,-0.07470919220570438,0.011398248839694647,-0.07580867203163533,0.012607712953805396,-6.554444744663584,0,12,24
ADVERSE_PATH_DOMINANCE,171,2022-02-11 20:00:00+00:00,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,3246.99,47,25,-0.07470919220570438,0.011398248839694647,-0.07580867203163533,0.012607712953805396,-6.554444744663584,0,12,25
ADVERSE_PATH_DOMINANCE,343,2022-02-11 20:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,3246.99,47,25,-0.07470919220570438,0.011398248839694647,-0.07580867203163533,0.012607712953805396,-6.554444744663584,0,12,26
PROFIT_GIVEBACK_FROM_PATH_PEAK,6,2022-02-16 05:00:00+00:00,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,102.022,26,46,0.007674815235929611,0.03655093999333481,-0.015957342533963303,0.45006533507560414,0.20997586484312414,7,5,27
PROFIT_GIVEBACK_FROM_PATH_PEAK,175,2022-02-16 05:00:00+00:00,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,102.022,26,46,0.007674815235929611,0.03655093999333481,-0.015957342533963303,0.45006533507560414,0.20997586484312414,7,5,28
PROFIT_GIVEBACK_FROM_PATH_PEAK,347,2022-02-16 05:00:00+00:00,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,102.022,26,46,0.007674815235929611,0.03655093999333481,-0.015957342533963303,0.45006533507560414,0.20997586484312414,7,5,29
PROFIT_GIVEBACK_FROM_PATH_PEAK,6,2022-02-16 07:00:00+00:00,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,102.022,28,44,0.006851463409852654,0.03655093999333481,-0.015957342533963303,0.43438491693111597,0.18744971842316618,8,4,30
PROFIT_GIVEBACK_FROM_PATH_PEAK,175,2022-02-16 07:00:00+00:00,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,102.022,28,44,0.006851463409852654,0.03655093999333481,-0.015957342533963303,0.43438491693111597,0.18744971842316618,8,4,31
PROFIT_GIVEBACK_FROM_PATH_PEAK,347,2022-02-16 07:00:00+00:00,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,102.022,28,44,0.006851463409852654,0.03655093999333481,-0.015957342533963303,0.43438491693111597,0.18744971842316618,8,4,32
PROFIT_GIVEBACK_FROM_PATH_PEAK,6,2022-02-16 11:00:00+00:00,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,102.022,32,40,0.008360941757660001,0.03655093999333481,-0.015957342533963303,0.4631323501960032,0.2287476535264113,11,1,33
PROFIT_GIVEBACK_FROM_PATH_PEAK,175,2022-02-16 11:00:00+00:00,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,102.022,32,40,0.008360941757660001,0.03655093999333481,-0.015957342533963303,0.4631323501960032,0.2287476535264113,11,1,34
PROFIT_GIVEBACK_FROM_PATH_PEAK,347,2022-02-16 11:00:00+00:00,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,102.022,32,40,0.008360941757660001,0.03655093999333481,-0.015957342533963303,0.4631323501960032,0.2287476535264113,11,1,35
PROFIT_GIVEBACK_FROM_PATH_PEAK,4,2022-02-16 15:00:00+00:00,C2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,43461.0,36,36,0.0038701364441682262,0.03082763857251325,-0.0015853293757621678,0.16831120891601847,0.12554112554112218,12,0,36
PROFIT_GIVEBACK_FROM_PATH_PEAK,173,2022-02-16 15:00:00+00:00,D2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,43461.0,36,36,0.0038701364441682262,0.03082763857251325,-0.0015853293757621678,0.16831120891601847,0.12554112554112218,12,0,37
PROFIT_GIVEBACK_FROM_PATH_PEAK,345,2022-02-16 15:00:00+00:00,E2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,43461.0,36,36,0.0038701364441682262,0.03082763857251325,-0.0015853293757621678,0.16831120891601847,0.12554112554112218,12,0,38
PROFIT_GIVEBACK_FROM_PATH_PEAK,5,2022-02-16 16:00:00+00:00,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,3020.71,37,35,0.013731870983973993,0.05854914904111941,-0.004525426141536282,0.2894557287566272,0.23453579102114738,12,0,39
ADVERSE_PATH_DOMINANCE,6,2022-02-16 16:00:00+00:00,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,102.022,37,35,-0.030081747074160448,0.03655093999333481,-0.038246652682754734,0.10916000524177769,-0.8230088495575205,8,4,40
PROFIT_GIVEBACK_FROM_PATH_PEAK,174,2022-02-16 16:00:00+00:00,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,3020.71,37,35,0.013731870983973993,0.05854914904111941,-0.004525426141536282,0.2894557287566272,0.23453579102114738,12,0,41
ADVERSE_PATH_DOMINANCE,175,2022-02-16 16:00:00+00:00,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,102.022,37,35,-0.030081747074160448,0.03655093999333481,-0.038246652682754734,0.10916000524177769,-0.8230088495575205,8,4,42
PROFIT_GIVEBACK_FROM_PATH_PEAK,346,2022-02-16 16:00:00+00:00,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,3020.71,37,35,0.013731870983973993,0.05854914904111941,-0.004525426141536282,0.2894557287566272,0.23453579102114738,12,0,43
ADVERSE_PATH_DOMINANCE,347,2022-02-16 16:00:00+00:00,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,102.022,37,35,-0.030081747074160448,0.03655093999333481,-0.038246652682754734,0.10916000524177769,-0.8230088495575205,8,4,44
PROFIT_GIVEBACK_FROM_PATH_PEAK,7,2022-02-17 19:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,58,110,0.039434733577671244,0.15923080537543477,-0.000575603796635682,0.25036753895912944,0.2476576908889705,12,0,45
PROFIT_GIVEBACK_FROM_PATH_PEAK,176,2022-02-17 19:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,58,110,0.039434733577671244,0.15923080537543477,-0.000575603796635682,0.25036753895912944,0.2476576908889705,12,0,46
PROFIT_GIVEBACK_FROM_PATH_PEAK,348,2022-02-17 19:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,58,110,0.039434733577671244,0.15923080537543477,-0.000575603796635682,0.25036753895912944,0.2476576908889705,12,0,47
PROFIT_GIVEBACK_FROM_PATH_PEAK,7,2022-02-17 21:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,60,108,0.03663894370829812,0.15923080537543477,-0.000575603796635682,0.23287268450455761,0.2300995942456658,12,0,48
PROFIT_GIVEBACK_FROM_PATH_PEAK,176,2022-02-17 21:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,60,108,0.03663894370829812,0.15923080537543477,-0.000575603796635682,0.23287268450455761,0.2300995942456658,12,0,49
PROFIT_GIVEBACK_FROM_PATH_PEAK,348,2022-02-17 21:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,60,108,0.03663894370829812,0.15923080537543477,-0.000575603796635682,0.23287268450455761,0.2300995942456658,12,0,50
PROFIT_GIVEBACK_FROM_PATH_PEAK,3,2022-02-17 22:00:00+00:00,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,27.1108,70,98,0.02637325346356434,0.13817371674756918,-0.0022758457883943484,0.20398140609816992,0.19087026161238665,12,0,51
PROFIT_GIVEBACK_FROM_PATH_PEAK,172,2022-02-17 22:00:00+00:00,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,27.1108,70,98,0.02637325346356434,0.13817371674756918,-0.0022758457883943484,0.20398140609816992,0.19087026161238665,12,0,52
PROFIT_GIVEBACK_FROM_PATH_PEAK,344,2022-02-17 22:00:00+00:00,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,27.1108,70,98,0.02637325346356434,0.13817371674756918,-0.0022758457883943484,0.20398140609816992,0.19087026161238665,12,0,53
PROFIT_GIVEBACK_FROM_PATH_PEAK,7,2022-02-18 01:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,64,104,0.0369091250822291,0.15923080537543477,-0.000575603796635682,0.2345633637165538,0.23179638509774964,12,0,54
PROFIT_GIVEBACK_FROM_PATH_PEAK,176,2022-02-18 01:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,64,104,0.0369091250822291,0.15923080537543477,-0.000575603796635682,0.2345633637165538,0.23179638509774964,12,0,55
PROFIT_GIVEBACK_FROM_PATH_PEAK,348,2022-02-18 01:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,64,104,0.0369091250822291,0.15923080537543477,-0.000575603796635682,0.2345633637165538,0.23179638509774964,12,0,56
PROFIT_GIVEBACK_FROM_PATH_PEAK,7,2022-02-18 06:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,69,99,0.03673291983836102,0.15923080537543477,-0.000575603796635682,0.23346074683916468,0.23068978236812943,12,0,57
PROFIT_GIVEBACK_FROM_PATH_PEAK,176,2022-02-18 06:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,69,99,0.03673291983836102,0.15923080537543477,-0.000575603796635682,0.23346074683916468,0.23068978236812943,12,0,58
PROFIT_GIVEBACK_FROM_PATH_PEAK,348,2022-02-18 06:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,69,99,0.03673291983836102,0.15923080537543477,-0.000575603796635682,0.23346074683916468,0.23068978236812943,12,0,59
PROFIT_GIVEBACK_FROM_PATH_PEAK,7,2022-02-18 13:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,76,92,0.019347335776712882,0.15923080537543477,-0.000575603796635682,0.12466921493678439,0.12150497971228424,12,0,60
PROFIT_GIVEBACK_FROM_PATH_PEAK,176,2022-02-18 13:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,76,92,0.019347335776712882,0.15923080537543477,-0.000575603796635682,0.12466921493678439,0.12150497971228424,12,0,61
PROFIT_GIVEBACK_FROM_PATH_PEAK,348,2022-02-18 13:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,76,92,0.019347335776712882,0.15923080537543477,-0.000575603796635682,0.12466921493678439,0.12150497971228424,12,0,62
PROFIT_GIVEBACK_FROM_PATH_PEAK,3,2022-02-18 19:00:00+00:00,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,27.1108,91,77,0.003079953376514011,0.13817371674756918,-0.009671422458946255,0.08624819120802263,0.022290443139347593,10,2,63
PROFIT_GIVEBACK_FROM_PATH_PEAK,172,2022-02-18 19:00:00+00:00,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,27.1108,91,77,0.003079953376514011,0.13817371674756918,-0.009671422458946255,0.08624819120802263,0.022290443139347593,10,2,64
PROFIT_GIVEBACK_FROM_PATH_PEAK,344,2022-02-18 19:00:00+00:00,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,27.1108,91,77,0.003079953376514011,0.13817371674756918,-0.009671422458946255,0.08624819120802263,0.022290443139347593,10,2,65
PROFIT_GIVEBACK_FROM_PATH_PEAK,7,2022-02-18 20:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,83,85,0.0036650690724555623,0.15923080537543477,-0.03251574100178556,0.1886908043864483,0.023017336776097148,9,3,66
PROFIT_GIVEBACK_FROM_PATH_PEAK,176,2022-02-18 20:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,83,85,0.0036650690724555623,0.15923080537543477,-0.03251574100178556,0.1886908043864483,0.023017336776097148,9,3,67
PROFIT_GIVEBACK_FROM_PATH_PEAK,348,2022-02-18 20:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,83,85,0.0036650690724555623,0.15923080537543477,-0.03251574100178556,0.1886908043864483,0.023017336776097148,9,3,68
PROFIT_GIVEBACK_FROM_PATH_PEAK,3,2022-02-19 02:00:00+00:00,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,27.1108,98,70,0.001626658010829729,0.13817371674756918,-0.014451805184649613,0.10534583595147219,0.011772557394554895,6,6,69
PROFIT_GIVEBACK_FROM_PATH_PEAK,172,2022-02-19 02:00:00+00:00,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,27.1108,98,70,0.001626658010829729,0.13817371674756918,-0.014451805184649613,0.10534583595147219,0.011772557394554895,6,6,70
PROFIT_GIVEBACK_FROM_PATH_PEAK,344,2022-02-19 02:00:00+00:00,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,27.1108,98,70,0.001626658010829729,0.13817371674756918,-0.014451805184649613,0.10534583595147219,0.011772557394554895,6,6,71
PROFIT_GIVEBACK_FROM_PATH_PEAK,7,2022-02-19 08:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,95,73,0.0014448829997182333,0.15923080537543477,-0.03251574100178556,0.17711205048091727,0.009074142382885552,2,10,72
PROFIT_GIVEBACK_FROM_PATH_PEAK,176,2022-02-19 08:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,95,73,0.0014448829997182333,0.15923080537543477,-0.03251574100178556,0.17711205048091727,0.009074142382885552,2,10,73
PROFIT_GIVEBACK_FROM_PATH_PEAK,348,2022-02-19 08:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,95,73,0.0014448829997182333,0.15923080537543477,-0.03251574100178556,0.17711205048091727,0.009074142382885552,2,10,74
PROFIT_GIVEBACK_FROM_PATH_PEAK,7,2022-02-19 11:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,98,70,0.0014448829997182333,0.15923080537543477,-0.03251574100178556,0.17711205048091727,0.009074142382885552,3,9,75
PROFIT_GIVEBACK_FROM_PATH_PEAK,176,2022-02-19 11:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,98,70,0.0014448829997182333,0.15923080537543477,-0.03251574100178556,0.17711205048091727,0.009074142382885552,3,9,76
PROFIT_GIVEBACK_FROM_PATH_PEAK,348,2022-02-19 11:00:00+00:00,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,98,70,0.0014448829997182333,0.15923080537543477,-0.03251574100178556,0.17711205048091727,0.009074142382885552,3,9,77
UNRECOVERED_ENTRY_FAILURE,3,2022-02-19 21:00:00+00:00,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,27.1108,117,51,-0.027948271537542202,0.13817371674756918,-0.04075866444369036,0.0715934858792005,-0.2022690870261611,0,12,78
UNRECOVERED_ENTRY_FAILURE,172,2022-02-19 21:00:00+00:00,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,27.1108,117,51,-0.027948271537542202,0.13817371674756918,-0.04075866444369036,0.0715934858792005,-0.2022690870261611,0,12,79
UNRECOVERED_ENTRY_FAILURE,344,2022-02-19 21:00:00+00:00,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,27.1108,117,51,-0.027948271537542202,0.13817371674756918,-0.04075866444369036,0.0715934858792005,-0.2022690870261611,0,12,80
UNRECOVERED_ENTRY_FAILURE,7,2022-02-19 23:00:00+00:00,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,110,58,-0.019676252231933034,0.15923080537543477,-0.04983084296588669,0.1442377928864418,-0.12357063814090696,0,12,81
UNRECOVERED_ENTRY_FAILURE,176,2022-02-19 23:00:00+00:00,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,85.128,110,58,-0.019676252231933034,0.15923080537543477,-0.04983084296588669,0.1442377928864418,-0.12357063814090696,0,12,82
