event_id,family_id,control_trade_id,universe_id,period_id,pair,decision_time,horizon_hours,exit_time,entry_open,exit_open,forward_return
5,PROFIT_GIVEBACK_FROM_PATH_PEAK,341,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 00:00:00+00:00,6,2022-01-03 06:00:00+00:00,113.659,111.56,-0.018467521269763143
5,PROFIT_GIVEBACK_FROM_PATH_PEAK,341,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 00:00:00+00:00,24,2022-01-04 00:00:00+00:00,113.659,108.404,-0.04623479002982611
6,UNRECOVERED_ENTRY_FAILURE,0,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 12:00:00+00:00,6,2022-01-03 18:00:00+00:00,111.124,109.346,-0.016000143983297854
6,UNRECOVERED_ENTRY_FAILURE,0,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 12:00:00+00:00,24,2022-01-04 12:00:00+00:00,111.124,106.898,-0.03802958856772609
7,UNRECOVERED_ENTRY_FAILURE,169,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 12:00:00+00:00,6,2022-01-03 18:00:00+00:00,111.124,109.346,-0.016000143983297854
7,UNRECOVERED_ENTRY_FAILURE,169,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 12:00:00+00:00,24,2022-01-04 12:00:00+00:00,111.124,106.898,-0.03802958856772609
8,UNRECOVERED_ENTRY_FAILURE,341,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 12:00:00+00:00,6,2022-01-03 18:00:00+00:00,111.124,109.346,-0.016000143983297854
8,UNRECOVERED_ENTRY_FAILURE,341,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 12:00:00+00:00,24,2022-01-04 12:00:00+00:00,111.124,106.898,-0.03802958856772609
9,ADVERSE_PATH_DOMINANCE,0,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 18:00:00+00:00,6,2022-01-04 00:00:00+00:00,109.346,108.404,-0.008614855595998061
9,ADVERSE_PATH_DOMINANCE,0,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 18:00:00+00:00,24,2022-01-04 18:00:00+00:00,109.346,107.617,-0.015812192489894406
10,ADVERSE_PATH_DOMINANCE,169,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 18:00:00+00:00,6,2022-01-04 00:00:00+00:00,109.346,108.404,-0.008614855595998061
10,ADVERSE_PATH_DOMINANCE,169,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 18:00:00+00:00,24,2022-01-04 18:00:00+00:00,109.346,107.617,-0.015812192489894406
11,ADVERSE_PATH_DOMINANCE,341,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 18:00:00+00:00,6,2022-01-04 00:00:00+00:00,109.346,108.404,-0.008614855595998061
11,ADVERSE_PATH_DOMINANCE,341,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-03 18:00:00+00:00,24,2022-01-04 18:00:00+00:00,109.346,107.617,-0.015812192489894406
12,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,1,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-04 15:00:00+00:00,6,2022-01-04 21:00:00+00:00,3866.54,3811.22,-0.014307365241275183
12,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,1,C2,ROBUSTNESS_2022,ETH-USDT,2022-01-04 15:00:00+00:00,24,2022-01-05 15:00:00+00:00,3866.54,3814.68,-0.013412508340790552
13,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,170,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-04 15:00:00+00:00,6,2022-01-04 21:00:00+00:00,3866.54,3811.22,-0.014307365241275183
13,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,170,D2,ROBUSTNESS_2022,ETH-USDT,2022-01-04 15:00:00+00:00,24,2022-01-05 15:00:00+00:00,3866.54,3814.68,-0.013412508340790552
14,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,342,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-04 15:00:00+00:00,6,2022-01-04 21:00:00+00:00,3866.54,3811.22,-0.014307365241275183
14,ENTRY_RECLAIM_WITH_HIGH_PATH_POSITION_CONTROL,342,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-04 15:00:00+00:00,24,2022-01-05 15:00:00+00:00,3866.54,3814.68,-0.013412508340790552
15,UNRECOVERED_ENTRY_FAILURE,2,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 01:00:00+00:00,6,2022-02-11 07:00:00+00:00,3072.56,3048.36,-0.007876168406800832
15,UNRECOVERED_ENTRY_FAILURE,2,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 01:00:00+00:00,24,2022-02-12 01:00:00+00:00,3072.56,2926.92,-0.04740021350274681
16,UNRECOVERED_ENTRY_FAILURE,171,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 01:00:00+00:00,6,2022-02-11 07:00:00+00:00,3072.56,3048.36,-0.007876168406800832
16,UNRECOVERED_ENTRY_FAILURE,171,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 01:00:00+00:00,24,2022-02-12 01:00:00+00:00,3072.56,2926.92,-0.04740021350274681
17,UNRECOVERED_ENTRY_FAILURE,343,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 01:00:00+00:00,6,2022-02-11 07:00:00+00:00,3072.56,3048.36,-0.007876168406800832
17,UNRECOVERED_ENTRY_FAILURE,343,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 01:00:00+00:00,24,2022-02-12 01:00:00+00:00,3072.56,2926.92,-0.04740021350274681
18,ADVERSE_PATH_DOMINANCE,2,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 06:00:00+00:00,6,2022-02-11 12:00:00+00:00,3068.27,3106.57,0.012482604203671865
18,ADVERSE_PATH_DOMINANCE,2,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 06:00:00+00:00,24,2022-02-12 06:00:00+00:00,3068.27,2935.14,-0.043389271478716074
19,ADVERSE_PATH_DOMINANCE,171,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 06:00:00+00:00,6,2022-02-11 12:00:00+00:00,3068.27,3106.57,0.012482604203671865
19,ADVERSE_PATH_DOMINANCE,171,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 06:00:00+00:00,24,2022-02-12 06:00:00+00:00,3068.27,2935.14,-0.043389271478716074
20,ADVERSE_PATH_DOMINANCE,343,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 06:00:00+00:00,6,2022-02-11 12:00:00+00:00,3068.27,3106.57,0.012482604203671865
20,ADVERSE_PATH_DOMINANCE,343,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 06:00:00+00:00,24,2022-02-12 06:00:00+00:00,3068.27,2935.14,-0.043389271478716074
21,ADVERSE_PATH_DOMINANCE,2,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 10:00:00+00:00,6,2022-02-11 16:00:00+00:00,3069.83,3093.48,0.007704009668287881
21,ADVERSE_PATH_DOMINANCE,2,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 10:00:00+00:00,24,2022-02-12 10:00:00+00:00,3069.83,2934.89,-0.043956831485782666
22,ADVERSE_PATH_DOMINANCE,171,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 10:00:00+00:00,6,2022-02-11 16:00:00+00:00,3069.83,3093.48,0.007704009668287881
22,ADVERSE_PATH_DOMINANCE,171,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 10:00:00+00:00,24,2022-02-12 10:00:00+00:00,3069.83,2934.89,-0.043956831485782666
23,ADVERSE_PATH_DOMINANCE,343,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 10:00:00+00:00,6,2022-02-11 16:00:00+00:00,3069.83,3093.48,0.007704009668287881
23,ADVERSE_PATH_DOMINANCE,343,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 10:00:00+00:00,24,2022-02-12 10:00:00+00:00,3069.83,2934.89,-0.043956831485782666
24,ADVERSE_PATH_DOMINANCE,2,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 20:00:00+00:00,6,2022-02-12 02:00:00+00:00,3004.41,2930.47,-0.02461048924747289
24,ADVERSE_PATH_DOMINANCE,2,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 20:00:00+00:00,24,2022-02-12 20:00:00+00:00,3004.41,2971.13,-0.011077050069730698
25,ADVERSE_PATH_DOMINANCE,171,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 20:00:00+00:00,6,2022-02-12 02:00:00+00:00,3004.41,2930.47,-0.02461048924747289
25,ADVERSE_PATH_DOMINANCE,171,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 20:00:00+00:00,24,2022-02-12 20:00:00+00:00,3004.41,2971.13,-0.011077050069730698
26,ADVERSE_PATH_DOMINANCE,343,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 20:00:00+00:00,6,2022-02-12 02:00:00+00:00,3004.41,2930.47,-0.02461048924747289
26,ADVERSE_PATH_DOMINANCE,343,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-11 20:00:00+00:00,24,2022-02-12 20:00:00+00:00,3004.41,2971.13,-0.011077050069730698
27,PROFIT_GIVEBACK_FROM_PATH_PEAK,6,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 05:00:00+00:00,6,2022-02-16 11:00:00+00:00,102.803,102.834,0.0003015476202057332
27,PROFIT_GIVEBACK_FROM_PATH_PEAK,6,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 05:00:00+00:00,24,2022-02-17 05:00:00+00:00,102.803,99.184,-0.03520325282336123
28,PROFIT_GIVEBACK_FROM_PATH_PEAK,175,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 05:00:00+00:00,6,2022-02-16 11:00:00+00:00,102.803,102.834,0.0003015476202057332
28,PROFIT_GIVEBACK_FROM_PATH_PEAK,175,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 05:00:00+00:00,24,2022-02-17 05:00:00+00:00,102.803,99.184,-0.03520325282336123
29,PROFIT_GIVEBACK_FROM_PATH_PEAK,347,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 05:00:00+00:00,6,2022-02-16 11:00:00+00:00,102.803,102.834,0.0003015476202057332
29,PROFIT_GIVEBACK_FROM_PATH_PEAK,347,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 05:00:00+00:00,24,2022-02-17 05:00:00+00:00,102.803,99.184,-0.03520325282336123
30,PROFIT_GIVEBACK_FROM_PATH_PEAK,6,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 07:00:00+00:00,6,2022-02-16 13:00:00+00:00,102.711,102.507,-0.001986155329029904
30,PROFIT_GIVEBACK_FROM_PATH_PEAK,6,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 07:00:00+00:00,24,2022-02-17 07:00:00+00:00,102.711,99.529,-0.030980128710654142
31,PROFIT_GIVEBACK_FROM_PATH_PEAK,175,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 07:00:00+00:00,6,2022-02-16 13:00:00+00:00,102.711,102.507,-0.001986155329029904
31,PROFIT_GIVEBACK_FROM_PATH_PEAK,175,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 07:00:00+00:00,24,2022-02-17 07:00:00+00:00,102.711,99.529,-0.030980128710654142
32,PROFIT_GIVEBACK_FROM_PATH_PEAK,347,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 07:00:00+00:00,6,2022-02-16 13:00:00+00:00,102.711,102.507,-0.001986155329029904
32,PROFIT_GIVEBACK_FROM_PATH_PEAK,347,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 07:00:00+00:00,24,2022-02-17 07:00:00+00:00,102.711,99.529,-0.030980128710654142
33,PROFIT_GIVEBACK_FROM_PATH_PEAK,6,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 11:00:00+00:00,6,2022-02-16 17:00:00+00:00,102.834,99.076,-0.03654433358616804
33,PROFIT_GIVEBACK_FROM_PATH_PEAK,6,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 11:00:00+00:00,24,2022-02-17 11:00:00+00:00,102.834,98.953,-0.03774043604255406
34,PROFIT_GIVEBACK_FROM_PATH_PEAK,175,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 11:00:00+00:00,6,2022-02-16 17:00:00+00:00,102.834,99.076,-0.03654433358616804
34,PROFIT_GIVEBACK_FROM_PATH_PEAK,175,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 11:00:00+00:00,24,2022-02-17 11:00:00+00:00,102.834,98.953,-0.03774043604255406
35,PROFIT_GIVEBACK_FROM_PATH_PEAK,347,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 11:00:00+00:00,6,2022-02-16 17:00:00+00:00,102.834,99.076,-0.03654433358616804
35,PROFIT_GIVEBACK_FROM_PATH_PEAK,347,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 11:00:00+00:00,24,2022-02-17 11:00:00+00:00,102.834,98.953,-0.03774043604255406
36,PROFIT_GIVEBACK_FROM_PATH_PEAK,4,C2,ROBUSTNESS_2022,BTC-USDT,2022-02-16 15:00:00+00:00,6,2022-02-16 21:00:00+00:00,43629.2,44217.6,0.013486380680828525
36,PROFIT_GIVEBACK_FROM_PATH_PEAK,4,C2,ROBUSTNESS_2022,BTC-USDT,2022-02-16 15:00:00+00:00,24,2022-02-17 15:00:00+00:00,43629.2,42253.1,-0.03154080294848405
37,PROFIT_GIVEBACK_FROM_PATH_PEAK,173,D2,ROBUSTNESS_2022,BTC-USDT,2022-02-16 15:00:00+00:00,6,2022-02-16 21:00:00+00:00,43629.2,44217.6,0.013486380680828525
37,PROFIT_GIVEBACK_FROM_PATH_PEAK,173,D2,ROBUSTNESS_2022,BTC-USDT,2022-02-16 15:00:00+00:00,24,2022-02-17 15:00:00+00:00,43629.2,42253.1,-0.03154080294848405
38,PROFIT_GIVEBACK_FROM_PATH_PEAK,345,E2,ROBUSTNESS_2022,BTC-USDT,2022-02-16 15:00:00+00:00,6,2022-02-16 21:00:00+00:00,43629.2,44217.6,0.013486380680828525
38,PROFIT_GIVEBACK_FROM_PATH_PEAK,345,E2,ROBUSTNESS_2022,BTC-USDT,2022-02-16 15:00:00+00:00,24,2022-02-17 15:00:00+00:00,43629.2,42253.1,-0.03154080294848405
40,ADVERSE_PATH_DOMINANCE,6,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 16:00:00+00:00,6,2022-02-16 22:00:00+00:00,98.9,102.599,0.03740141557128407
40,ADVERSE_PATH_DOMINANCE,6,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 16:00:00+00:00,24,2022-02-17 16:00:00+00:00,98.9,96.995,-0.019261880687563182
42,ADVERSE_PATH_DOMINANCE,175,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 16:00:00+00:00,6,2022-02-16 22:00:00+00:00,98.9,102.599,0.03740141557128407
42,ADVERSE_PATH_DOMINANCE,175,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 16:00:00+00:00,24,2022-02-17 16:00:00+00:00,98.9,96.995,-0.019261880687563182
44,ADVERSE_PATH_DOMINANCE,347,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 16:00:00+00:00,6,2022-02-16 22:00:00+00:00,98.9,102.599,0.03740141557128407
44,ADVERSE_PATH_DOMINANCE,347,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 16:00:00+00:00,24,2022-02-17 16:00:00+00:00,98.9,96.995,-0.019261880687563182
39,PROFIT_GIVEBACK_FROM_PATH_PEAK,5,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-16 16:00:00+00:00,6,2022-02-16 22:00:00+00:00,3062.18,3147.67,0.027918019188943877
39,PROFIT_GIVEBACK_FROM_PATH_PEAK,5,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-16 16:00:00+00:00,24,2022-02-17 16:00:00+00:00,3062.18,2974.07,-0.028773618794453504
41,PROFIT_GIVEBACK_FROM_PATH_PEAK,174,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-16 16:00:00+00:00,6,2022-02-16 22:00:00+00:00,3062.18,3147.67,0.027918019188943877
41,PROFIT_GIVEBACK_FROM_PATH_PEAK,174,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-16 16:00:00+00:00,24,2022-02-17 16:00:00+00:00,3062.18,2974.07,-0.028773618794453504
43,PROFIT_GIVEBACK_FROM_PATH_PEAK,346,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-16 16:00:00+00:00,6,2022-02-16 22:00:00+00:00,3062.18,3147.67,0.027918019188943877
43,PROFIT_GIVEBACK_FROM_PATH_PEAK,346,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-16 16:00:00+00:00,24,2022-02-17 16:00:00+00:00,3062.18,2974.07,-0.028773618794453504
45,PROFIT_GIVEBACK_FROM_PATH_PEAK,7,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 19:00:00+00:00,6,2022-02-18 01:00:00+00:00,88.519,88.231,-0.003253538788282828
45,PROFIT_GIVEBACK_FROM_PATH_PEAK,7,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 19:00:00+00:00,24,2022-02-18 19:00:00+00:00,88.519,84.67,-0.04348219026423705
45,PROFIT_GIVEBACK_FROM_PATH_PEAK,7,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 19:00:00+00:00,48,2022-02-19 19:00:00+00:00,88.519,84.549,-0.0448491284357031
46,PROFIT_GIVEBACK_FROM_PATH_PEAK,176,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 19:00:00+00:00,6,2022-02-18 01:00:00+00:00,88.519,88.231,-0.003253538788282828
46,PROFIT_GIVEBACK_FROM_PATH_PEAK,176,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 19:00:00+00:00,24,2022-02-18 19:00:00+00:00,88.519,84.67,-0.04348219026423705
46,PROFIT_GIVEBACK_FROM_PATH_PEAK,176,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 19:00:00+00:00,48,2022-02-19 19:00:00+00:00,88.519,84.549,-0.0448491284357031
47,PROFIT_GIVEBACK_FROM_PATH_PEAK,348,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 19:00:00+00:00,6,2022-02-18 01:00:00+00:00,88.519,88.231,-0.003253538788282828
47,PROFIT_GIVEBACK_FROM_PATH_PEAK,348,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 19:00:00+00:00,24,2022-02-18 19:00:00+00:00,88.519,84.67,-0.04348219026423705
47,PROFIT_GIVEBACK_FROM_PATH_PEAK,348,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 19:00:00+00:00,48,2022-02-19 19:00:00+00:00,88.519,84.549,-0.0448491284357031
48,PROFIT_GIVEBACK_FROM_PATH_PEAK,7,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 21:00:00+00:00,6,2022-02-18 03:00:00+00:00,88.295,88.883,0.006659493742567468
48,PROFIT_GIVEBACK_FROM_PATH_PEAK,7,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 21:00:00+00:00,24,2022-02-18 21:00:00+00:00,88.295,85.167,-0.035426694603318376
48,PROFIT_GIVEBACK_FROM_PATH_PEAK,7,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 21:00:00+00:00,48,2022-02-19 21:00:00+00:00,88.295,83.096,-0.05888215640749761
49,PROFIT_GIVEBACK_FROM_PATH_PEAK,176,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 21:00:00+00:00,6,2022-02-18 03:00:00+00:00,88.295,88.883,0.006659493742567468
49,PROFIT_GIVEBACK_FROM_PATH_PEAK,176,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 21:00:00+00:00,24,2022-02-18 21:00:00+00:00,88.295,85.167,-0.035426694603318376
49,PROFIT_GIVEBACK_FROM_PATH_PEAK,176,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 21:00:00+00:00,48,2022-02-19 21:00:00+00:00,88.295,83.096,-0.05888215640749761
50,PROFIT_GIVEBACK_FROM_PATH_PEAK,348,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 21:00:00+00:00,6,2022-02-18 03:00:00+00:00,88.295,88.883,0.006659493742567468
50,PROFIT_GIVEBACK_FROM_PATH_PEAK,348,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 21:00:00+00:00,24,2022-02-18 21:00:00+00:00,88.295,85.167,-0.035426694603318376
50,PROFIT_GIVEBACK_FROM_PATH_PEAK,348,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-17 21:00:00+00:00,48,2022-02-19 21:00:00+00:00,88.295,83.096,-0.05888215640749761
51,PROFIT_GIVEBACK_FROM_PATH_PEAK,3,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-17 22:00:00+00:00,6,2022-02-18 04:00:00+00:00,27.8303,28.3438,0.01845111263622745
51,PROFIT_GIVEBACK_FROM_PATH_PEAK,3,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-17 22:00:00+00:00,24,2022-02-18 22:00:00+00:00,27.8303,26.9983,-0.02989547363844447
51,PROFIT_GIVEBACK_FROM_PATH_PEAK,3,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-17 22:00:00+00:00,48,2022-02-19 22:00:00+00:00,27.8303,26.5085,-0.04749499646069211
52,PROFIT_GIVEBACK_FROM_PATH_PEAK,172,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-17 22:00:00+00:00,6,2022-02-18 04:00:00+00:00,27.8303,28.3438,0.01845111263622745
52,PROFIT_GIVEBACK_FROM_PATH_PEAK,172,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-17 22:00:00+00:00,24,2022-02-18 22:00:00+00:00,27.8303,26.9983,-0.02989547363844447
52,PROFIT_GIVEBACK_FROM_PATH_PEAK,172,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-17 22:00:00+00:00,48,2022-02-19 22:00:00+00:00,27.8303,26.5085,-0.04749499646069211
53,PROFIT_GIVEBACK_FROM_PATH_PEAK,344,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-17 22:00:00+00:00,6,2022-02-18 04:00:00+00:00,27.8303,28.3438,0.01845111263622745
53,PROFIT_GIVEBACK_FROM_PATH_PEAK,344,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-17 22:00:00+00:00,24,2022-02-18 22:00:00+00:00,27.8303,26.9983,-0.02989547363844447
53,PROFIT_GIVEBACK_FROM_PATH_PEAK,344,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-17 22:00:00+00:00,48,2022-02-19 22:00:00+00:00,27.8303,26.5085,-0.04749499646069211
54,PROFIT_GIVEBACK_FROM_PATH_PEAK,7,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-18 01:00:00+00:00,6,2022-02-18 07:00:00+00:00,88.231,89.142,0.01032516915823245
54,PROFIT_GIVEBACK_FROM_PATH_PEAK,7,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-18 01:00:00+00:00,24,2022-02-19 01:00:00+00:00,88.231,83.698,-0.05137650032301577
54,PROFIT_GIVEBACK_FROM_PATH_PEAK,7,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-18 01:00:00+00:00,48,2022-02-20 01:00:00+00:00,88.231,85.035,-0.036223096190681314
55,PROFIT_GIVEBACK_FROM_PATH_PEAK,176,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-18 01:00:00+00:00,6,2022-02-18 07:00:00+00:00,88.231,89.142,0.01032516915823245
55,PROFIT_GIVEBACK_FROM_PATH_PEAK,176,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-18 01:00:00+00:00,24,2022-02-19 01:00:00+00:00,88.231,83.698,-0.05137650032301577
55,PROFIT_GIVEBACK_FROM_PATH_PEAK,176,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-18 01:00:00+00:00,48,2022-02-20 01:00:00+00:00,88.231,85.035,-0.036223096190681314
56,PROFIT_GIVEBACK_FROM_PATH_PEAK,348,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-18 01:00:00+00:00,6,2022-02-18 07:00:00+00:00,88.231,89.142,0.01032516915823245
56,PROFIT_GIVEBACK_FROM_PATH_PEAK,348,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-18 01:00:00+00:00,24,2022-02-19 01:00:00+00:00,88.231,83.698,-0.05137650032301577
56,PROFIT_GIVEBACK_FROM_PATH_PEAK,348,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-18 01:00:00+00:00,48,2022-02-20 01:00:00+00:00,88.231,85.035,-0.036223096190681314
57,PROFIT_GIVEBACK_FROM_PATH_PEAK,7,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-18 06:00:00+00:00,6,2022-02-18 12:00:00+00:00,88.274,88.705,0.004882524865758908
57,PROFIT_GIVEBACK_FROM_PATH_PEAK,7,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-18 06:00:00+00:00,24,2022-02-19 06:00:00+00:00,88.274,84.805,-0.03929809456918221
