family_id,universe_id,period_id,horizon_hours,episode_event_count,pair_count,markout_count,mean_forward_return,median_forward_return,qualification_use,may_rescue_primary_failure
INTRAHOUR_DOWNSIDE_STRESS,E2,ROBUSTNESS_2022,1,201,15,1206,-0.01896012575322966,-0.015687976126778413,DESCRIPTIVE_ONLY,False
INTRAHOUR_DOWNSIDE_STRESS,E2,ROBUSTNESS_2022,6,201,15,1206,-0.01968422541752361,-0.01573788158187095,DESCRIPTIVE_ONLY,False
INTRAHOUR_DOWNSIDE_STRESS,E2,ROBUSTNESS_2022,24,201,15,1206,-0.016416419704330668,-0.013560140129382114,DESCRIPTIVE_ONLY,False
INTRAHOUR_DOWNSIDE_STRESS,E2,ROBUSTNESS_2023,1,248,14,1488,-0.013227790269021523,-0.010116534101287433,DESCRIPTIVE_ONLY,False
INTRAHOUR_DOWNSIDE_STRESS,E2,ROBUSTNESS_2023,6,248,14,1488,-0.010983837904572784,-0.008696905119909337,DESCRIPTIVE_ONLY,False
INTRAHOUR_DOWNSIDE_STRESS,E2,ROBUSTNESS_2023,24,248,14,1488,-0.009024952803997495,-0.008898838047951663,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,C2,ROBUSTNESS_2022,1,89,14,534,-0.006866835139105447,-0.004658145762227783,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,C2,ROBUSTNESS_2022,6,89,14,534,-0.009091493241601061,-0.006645546814183612,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,C2,ROBUSTNESS_2022,24,89,14,534,-0.00992918631794011,-0.010138422706124084,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,C2,ROBUSTNESS_2023,1,129,14,774,-0.002199156622076661,-0.0019990500658805255,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,C2,ROBUSTNESS_2023,6,129,14,774,-0.000340313268411613,-0.0010249434980284522,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,C2,ROBUSTNESS_2023,24,129,14,774,-0.0008114419332359177,-0.00315591764529366,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,D2,ROBUSTNESS_2022,1,89,14,534,-0.006866835139105447,-0.004658145762227783,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,D2,ROBUSTNESS_2022,6,89,14,534,-0.009091493241601061,-0.006645546814183612,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,D2,ROBUSTNESS_2022,24,89,14,534,-0.00992918631794011,-0.010138422706124084,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,D2,ROBUSTNESS_2023,1,129,12,774,-0.002416321143246341,-0.0019417603867217248,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,D2,ROBUSTNESS_2023,6,129,12,774,-0.0006603418510470505,-0.0011019987184310298,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,D2,ROBUSTNESS_2023,24,129,12,774,-0.0009787377316743152,-0.0029854397652254727,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,E2,ROBUSTNESS_2022,1,89,14,534,-0.006866835139105447,-0.004658145762227783,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,E2,ROBUSTNESS_2022,6,89,14,534,-0.009091493241601061,-0.006645546814183612,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,E2,ROBUSTNESS_2022,24,89,14,534,-0.00992918631794011,-0.010138422706124084,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,E2,ROBUSTNESS_2023,1,129,14,774,-0.0023380667792000215,-0.002057150699967758,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,E2,ROBUSTNESS_2023,6,129,14,774,-0.0005745372054706824,-0.001069923552082408,DESCRIPTIVE_ONLY,False
SELL_FLOW_IMPULSE,E2,ROBUSTNESS_2023,24,129,14,774,-0.0008861678512793584,-0.0034104127273476004,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,C2,ROBUSTNESS_2022,1,100,15,600,-0.0228200003004103,-0.01972683586401408,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,C2,ROBUSTNESS_2022,6,100,15,600,-0.026718172482647316,-0.022457664491381202,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,C2,ROBUSTNESS_2022,24,100,15,600,-0.025239202664823348,-0.023436820304905848,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,C2,ROBUSTNESS_2023,1,110,14,660,-0.012835309641189733,-0.009892333839527312,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,C2,ROBUSTNESS_2023,6,110,14,660,-0.010288354264812076,-0.008825580697973956,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,C2,ROBUSTNESS_2023,24,110,14,660,-0.00818995323324931,-0.008355825536577821,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,D2,ROBUSTNESS_2022,1,100,15,600,-0.0228200003004103,-0.01972683586401408,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,D2,ROBUSTNESS_2022,6,100,15,600,-0.026718172482647316,-0.022457664491381202,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,D2,ROBUSTNESS_2022,24,100,15,600,-0.025239202664823348,-0.023436820304905848,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,D2,ROBUSTNESS_2023,1,110,12,660,-0.013385231331402337,-0.010305790238496149,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,D2,ROBUSTNESS_2023,6,110,12,660,-0.010791747134884873,-0.008851703774706454,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,D2,ROBUSTNESS_2023,24,110,12,660,-0.008229407841364646,-0.008416762969761626,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,E2,ROBUSTNESS_2022,1,100,15,600,-0.0228200003004103,-0.01972683586401408,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,E2,ROBUSTNESS_2022,6,100,15,600,-0.026718172482647316,-0.022457664491381202,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,E2,ROBUSTNESS_2022,24,100,15,600,-0.025239202664823348,-0.023436820304905848,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,E2,ROBUSTNESS_2023,1,110,13,660,-0.013365341245740594,-0.010246397106667193,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,E2,ROBUSTNESS_2023,6,110,13,660,-0.01084839872119856,-0.008984637708996768,DESCRIPTIVE_ONLY,False
FAILED_INTRAHOUR_RECOVERY,E2,ROBUSTNESS_2023,24,110,13,660,-0.008355126271103915,-0.008517350870216656,DESCRIPTIVE_ONLY,False
