direction,training_period,evaluation_period,universe_id,landmark_age_hours,model_fit_pass,rank,negative_event_count,nonnegative_event_count,auc_adverse_score,median_predicted_rcv_negative_events,median_predicted_rcv_nonnegative_events,class_support_pass,auc_gt_0_5,negative_event_median_pred_lt_nonnegative,all_lopo_auc_pass,classification_gate_pass
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,48,True,3,32,13,0.7259615384615384,0.013662268080477316,0.057037242926755834,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,72,True,3,14,7,0.5306122448979592,0.007186414719794915,0.006830772655783591,False,True,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,96,True,3,10,11,0.35454545454545455,0.009106169855962883,0.006220816490918164,True,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,120,True,3,9,12,0.6666666666666666,-0.014357779499996018,-0.0005932109335381253,False,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,144,True,3,12,9,0.3611111111111111,0.016714806918570968,0.011745801391410453,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,24,True,3,30,15,0.6266666666666667,0.014302180836039945,0.02891038032562702,True,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,48,True,3,32,13,0.7355769230769231,0.013433066513015757,0.04614898213661166,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,72,True,3,14,7,0.3163265306122449,0.04805549432135446,0.023220937785278024,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,96,True,3,10,11,0.6727272727272727,0.008915214761679589,0.03181478452594685,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,120,True,3,9,12,0.6666666666666666,-0.00883923766244656,0.014224176706170856,False,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,144,True,3,12,9,0.46296296296296297,0.03551644281011399,0.027296077834884077,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,24,True,3,30,15,0.66,0.017906046876049884,0.03499610954648624,True,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,48,True,3,32,13,0.7307692307692307,0.012359421070177533,0.04981654722438862,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,72,True,3,14,7,0.45918367346938777,0.02347599836884129,0.019141709016058685,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,96,True,3,10,11,0.6454545454545455,0.007428995385203096,0.019319969818370874,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,120,True,3,9,12,0.6666666666666666,-0.010487726185249329,0.0045508171167383885,False,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,144,True,3,12,9,0.3888888888888889,0.017996032234618,0.012838355493164227,False,False,False,False,False
