variant_id,control_trade_id,universe_id,cost_multiplier,period_id,pair,signal_time,entry_time,control_exit_time,control_exit_reason,control_exit_price,quantity,entry_notional,entry_cost,control_net_pnl,support_families,support_family_bucket,triggered,evaluable,trigger_time,trigger_family_set,participation_burst_at_trigger,shadow_exit_time,shadow_exit_price,exit_advance_hours,shadow_net_pnl,delta_net_pnl,slot_escrow_release_time,capital_reuse_allowed
CONTROL_NO_RD37_EXIT,2,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2953.22,5.508955876364044,17887.524640995285,22.359405801244108,-1661.0618219422045,MOMENTUM_BREAKOUT,MB,False,True,,,False,2022-02-12 21:00:00+00:00,2953.22,0,-1661.0618219422045,0.0,2022-02-12 21:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,2,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2953.22,5.508955876364044,17887.524640995285,22.359405801244108,-1661.0618219422045,MOMENTUM_BREAKOUT,MB,True,True,2022-02-10 14:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2022-02-10 14:00:00+00:00,3244.89,55,-56.273157933678064,1604.7886640085264,2022-02-12 21:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,2,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2953.22,5.508955876364044,17887.524640995285,22.359405801244108,-1661.0618219422045,MOMENTUM_BREAKOUT,MB,True,True,2022-02-10 03:00:00+00:00,SELL_FLOW_IMPULSE,False,2022-02-10 03:00:00+00:00,3224.36,66,-169.2306484952507,1491.8311734469537,2022-02-12 21:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,2,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2953.22,5.508955876364044,17887.524640995285,22.359405801244108,-1661.0618219422045,MOMENTUM_BREAKOUT,MB,True,True,2022-02-10 03:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2022-02-10 03:00:00+00:00,3224.36,66,-169.2306484952507,1491.8311734469537,2022-02-12 21:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,2,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 21:00:00+00:00,2022-02-12 21:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2953.22,5.508955876364044,17887.524640995285,22.359405801244108,-1661.0618219422045,MOMENTUM_BREAKOUT,MB,True,True,2022-02-10 03:00:00+00:00,SELL_FLOW_IMPULSE|FAILED_INTRAHOUR_RECOVERY,False,2022-02-10 03:00:00+00:00,3224.36,66,-169.2306484952507,1491.8311734469537,2022-02-12 21:00:00+00:00,False
CONTROL_NO_RD37_EXIT,3,C2,1.0,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,MAX_HOLD_168H,24.614,648.7648285202093,17588.53351304569,21.985666891307115,-1661.7825626020613,RELATIVE_STRENGTH_ROTATION,RS,False,True,,,False,2022-02-22 00:00:00+00:00,24.614,0,-1661.7825626020613,0.0,2022-02-22 00:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,3,C2,1.0,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,MAX_HOLD_168H,24.614,648.7648285202093,17588.53351304569,21.985666891307115,-1661.7825626020613,RELATIVE_STRENGTH_ROTATION,RS,True,True,2022-02-16 14:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2022-02-16 14:00:00+00:00,28.3674,130,770.2475023814812,2432.0300649835426,2022-02-22 00:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,3,C2,1.0,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,MAX_HOLD_168H,24.614,648.7648285202093,17588.53351304569,21.985666891307115,-1661.7825626020613,RELATIVE_STRENGTH_ROTATION,RS,True,True,2022-02-15 04:00:00+00:00,SELL_FLOW_IMPULSE,False,2022-02-15 04:00:00+00:00,28.3302,164,746.1436183250581,2407.9261809271193,2022-02-22 00:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,3,C2,1.0,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,MAX_HOLD_168H,24.614,648.7648285202093,17588.53351304569,21.985666891307115,-1661.7825626020613,RELATIVE_STRENGTH_ROTATION,RS,True,True,2022-02-15 20:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2022-02-15 20:00:00+00:00,28.593,148,916.4258960139974,2578.2084586160586,2022-02-22 00:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,3,C2,1.0,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,MAX_HOLD_168H,24.614,648.7648285202093,17588.53351304569,21.985666891307115,-1661.7825626020613,RELATIVE_STRENGTH_ROTATION,RS,True,True,2022-02-15 04:00:00+00:00,SELL_FLOW_IMPULSE,False,2022-02-15 04:00:00+00:00,28.3302,164,746.1436183250581,2407.9261809271193,2022-02-22 00:00:00+00:00,False
CONTROL_NO_RD37_EXIT,4,C2,1.0,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,40791.6,0.4076875451953389,17718.508401734623,22.14813550216828,-1131.217052732345,MOMENTUM_BREAKOUT,MB,False,True,,,False,2022-02-18 03:00:00+00:00,40791.6,0,-1131.217052732345,0.0,2022-02-18 03:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,4,C2,1.0,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,40791.6,0.4076875451953389,17718.508401734623,22.14813550216828,-1131.217052732345,MOMENTUM_BREAKOUT,MB,True,True,2022-02-16 14:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2022-02-16 14:00:00+00:00,44033.1,37,188.65022604615814,1319.8672787785033,2022-02-18 03:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,4,C2,1.0,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,40791.6,0.4076875451953389,17718.508401734623,22.14813550216828,-1131.217052732345,MOMENTUM_BREAKOUT,MB,True,True,2022-02-15 04:00:00+00:00,SELL_FLOW_IMPULSE,False,2022-02-15 04:00:00+00:00,43572.2,71,0.9819154526027702,1132.198968184948,2022-02-18 03:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,4,C2,1.0,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,40791.6,0.4076875451953389,17718.508401734623,22.14813550216828,-1131.217052732345,MOMENTUM_BREAKOUT,MB,True,True,2022-02-15 20:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2022-02-15 20:00:00+00:00,44136.1,55,230.58955342983592,1361.806606162181,2022-02-18 03:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,4,C2,1.0,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,40791.6,0.4076875451953389,17718.508401734623,22.14813550216828,-1131.217052732345,MOMENTUM_BREAKOUT,MB,True,True,2022-02-15 04:00:00+00:00,SELL_FLOW_IMPULSE,False,2022-02-15 04:00:00+00:00,43572.2,71,0.9819154526027702,1132.198968184948,2022-02-18 03:00:00+00:00,False
CONTROL_NO_RD37_EXIT,5,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2908.91,5.864356968177758,17714.521737344236,22.143152171680292,-699.10186949933,MOMENTUM_BREAKOUT,MB,False,True,,,False,2022-02-18 03:00:00+00:00,2908.91,0,-699.10186949933,0.0,2022-02-18 03:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,5,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2908.91,5.864356968177758,17714.521737344236,22.143152171680292,-699.10186949933,MOMENTUM_BREAKOUT,MB,True,True,2022-02-16 14:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2022-02-16 14:00:00+00:00,3117.86,37,524.7238222657868,1223.8256917651167,2022-02-18 03:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,5,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2908.91,5.864356968177758,17714.521737344236,22.143152171680292,-699.10186949933,MOMENTUM_BREAKOUT,MB,True,True,2022-02-15 04:00:00+00:00,SELL_FLOW_IMPULSE,False,2022-02-15 04:00:00+00:00,3029.26,71,5.791272419464931,704.8931419187949,2022-02-18 03:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,5,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2908.91,5.864356968177758,17714.521737344236,22.143152171680292,-699.10186949933,MOMENTUM_BREAKOUT,MB,True,True,2022-02-15 20:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2022-02-15 20:00:00+00:00,3117.51,55,522.6738629830974,1221.7757324824274,2022-02-18 03:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,5,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2908.91,5.864356968177758,17714.521737344236,22.143152171680292,-699.10186949933,MOMENTUM_BREAKOUT,MB,True,True,2022-02-15 04:00:00+00:00,SELL_FLOW_IMPULSE,False,2022-02-15 04:00:00+00:00,3029.26,71,5.791272419464931,704.8931419187949,2022-02-18 03:00:00+00:00,False
CONTROL_NO_RD37_EXIT,6,C2,1.0,ROBUSTNESS_2022,SOL-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,94.985,173.5952634721269,17710.535969953333,22.138169962441665,-1264.3392216419245,MOMENTUM_BREAKOUT,MB,False,True,,,False,2022-02-18 03:00:00+00:00,94.985,0,-1264.3392216419245,0.0,2022-02-18 03:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,6,C2,1.0,ROBUSTNESS_2022,SOL-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,94.985,173.5952634721269,17710.535969953333,22.138169962441665,-1264.3392216419245,MOMENTUM_BREAKOUT,MB,True,True,2022-02-16 14:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2022-02-16 14:00:00+00:00,101.886,37,-67.85578456230589,1196.4834370796186,2022-02-18 03:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,6,C2,1.0,ROBUSTNESS_2022,SOL-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,94.985,173.5952634721269,17710.535969953333,22.138169962441665,-1264.3392216419245,MOMENTUM_BREAKOUT,MB,True,True,2022-02-15 04:00:00+00:00,SELL_FLOW_IMPULSE,False,2022-02-15 04:00:00+00:00,101.574,71,-121.94980461285365,1142.389417029071,2022-02-18 03:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,6,C2,1.0,ROBUSTNESS_2022,SOL-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,94.985,173.5952634721269,17710.535969953333,22.138169962441665,-1264.3392216419245,MOMENTUM_BREAKOUT,MB,True,True,2022-02-15 20:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2022-02-15 20:00:00+00:00,102.337,55,10.337814933843418,1274.677036575768,2022-02-18 03:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,6,C2,1.0,ROBUSTNESS_2022,SOL-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,94.985,173.5952634721269,17710.535969953333,22.138169962441665,-1264.3392216419245,MOMENTUM_BREAKOUT,MB,True,True,2022-02-15 04:00:00+00:00,SELL_FLOW_IMPULSE,False,2022-02-15 04:00:00+00:00,101.574,71,-121.94980461285365,1142.389417029071,2022-02-18 03:00:00+00:00,False
CONTROL_NO_RD37_EXIT,7,C2,1.0,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 08:00:00+00:00,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,MAX_HOLD_168H,68.945,199.988550810618,17024.62535340629,21.280781691757863,-3274.930762754539,MOMENTUM_BREAKOUT,MB,False,True,,,False,2022-02-22 09:00:00+00:00,68.945,0,-3274.930762754539,0.0,2022-02-22 09:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,7,C2,1.0,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 08:00:00+00:00,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,MAX_HOLD_168H,68.945,199.988550810618,17024.62535340629,21.280781691757863,-3274.930762754539,MOMENTUM_BREAKOUT,MB,True,True,2022-02-16 14:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2022-02-16 14:00:00+00:00,94.126,139,1754.6860455851822,5029.6168083397215,2022-02-22 09:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,7,C2,1.0,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 08:00:00+00:00,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,MAX_HOLD_168H,68.945,199.988550810618,17024.62535340629,21.280781691757863,-3274.930762754539,MOMENTUM_BREAKOUT,MB,True,True,2022-02-15 20:00:00+00:00,SELL_FLOW_IMPULSE,False,2022-02-15 20:00:00+00:00,89.857,157,902.0021110789161,4176.932873833455,2022-02-22 09:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,7,C2,1.0,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 08:00:00+00:00,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,MAX_HOLD_168H,68.945,199.988550810618,17024.62535340629,21.280781691757863,-3274.930762754539,MOMENTUM_BREAKOUT,MB,True,True,2022-02-15 20:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2022-02-15 20:00:00+00:00,89.857,157,902.0021110789161,4176.932873833455,2022-02-22 09:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,7,C2,1.0,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 08:00:00+00:00,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,MAX_HOLD_168H,68.945,199.988550810618,17024.62535340629,21.280781691757863,-3274.930762754539,MOMENTUM_BREAKOUT,MB,True,True,2022-02-15 20:00:00+00:00,SELL_FLOW_IMPULSE|FAILED_INTRAHOUR_RECOVERY,False,2022-02-15 20:00:00+00:00,89.857,157,902.0021110789161,4176.932873833455,2022-02-22 09:00:00+00:00,False
CONTROL_NO_RD37_EXIT,8,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-03-22 04:00:00+00:00,2022-03-22 05:00:00+00:00,2022-03-29 05:00:00+00:00,MAX_HOLD_168H,3370.1,5.368239488606753,16142.886648584254,20.17860831073032,1905.824263782944,MOMENTUM_BREAKOUT,MB,False,True,,,False,2022-03-29 05:00:00+00:00,3370.1,0,1905.824263782944,0.0,2022-03-29 05:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,8,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-03-22 04:00:00+00:00,2022-03-22 05:00:00+00:00,2022-03-29 05:00:00+00:00,MAX_HOLD_168H,3370.1,5.368239488606753,16142.886648584254,20.17860831073032,1905.824263782944,MOMENTUM_BREAKOUT,MB,True,True,2022-03-22 07:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2022-03-22 07:00:00+00:00,3012.34,166,-12.316418961703384,-1918.1406827446474,2022-03-29 05:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,8,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-03-22 04:00:00+00:00,2022-03-22 05:00:00+00:00,2022-03-29 05:00:00+00:00,MAX_HOLD_168H,3370.1,5.368239488606753,16142.886648584254,20.17860831073032,1905.824263782944,MOMENTUM_BREAKOUT,MB,True,True,2022-03-22 14:00:00+00:00,SELL_FLOW_IMPULSE,False,2022-03-22 14:00:00+00:00,3009.66,159,-26.685317188883353,-1932.5095809718273,2022-03-29 05:00:00+00:00,False
RD37_FAILED_RECOVERY_SHADOW,8,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-03-22 04:00:00+00:00,2022-03-22 05:00:00+00:00,2022-03-29 05:00:00+00:00,MAX_HOLD_168H,3370.1,5.368239488606753,16142.886648584254,20.17860831073032,1905.824263782944,MOMENTUM_BREAKOUT,MB,True,True,2022-03-22 06:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2022-03-22 06:00:00+00:00,3027.64,167,69.71497763375851,-1836.1092861491854,2022-03-29 05:00:00+00:00,False
RD37_QUALIFIED_STRESS_UNION_SHADOW,8,C2,1.0,ROBUSTNESS_2022,ETH-USDT,2022-03-22 04:00:00+00:00,2022-03-22 05:00:00+00:00,2022-03-29 05:00:00+00:00,MAX_HOLD_168H,3370.1,5.368239488606753,16142.886648584254,20.17860831073032,1905.824263782944,MOMENTUM_BREAKOUT,MB,True,True,2022-03-22 06:00:00+00:00,FAILED_INTRAHOUR_RECOVERY,False,2022-03-22 06:00:00+00:00,3027.64,167,69.71497763375851,-1836.1092861491854,2022-03-29 05:00:00+00:00,False
CONTROL_NO_RD37_EXIT,9,C2,1.0,ROBUSTNESS_2022,BTC-USDT,2022-03-22 05:00:00+00:00,2022-03-22 06:00:00+00:00,2022-03-29 06:00:00+00:00,MAX_HOLD_168H,47601.2,0.3758452875120835,16159.09229129452,20.19886536411815,1689.0321848866513,MOMENTUM_BREAKOUT,MB,False,True,,,False,2022-03-29 06:00:00+00:00,47601.2,0,1689.0321848866513,0.0,2022-03-29 06:00:00+00:00,False
RD37_DOWNSIDE_STRESS_SHADOW,9,C2,1.0,ROBUSTNESS_2022,BTC-USDT,2022-03-22 05:00:00+00:00,2022-03-22 06:00:00+00:00,2022-03-29 06:00:00+00:00,MAX_HOLD_168H,47601.2,0.3758452875120835,16159.09229129452,20.19886536411815,1689.0321848866513,MOMENTUM_BREAKOUT,MB,True,True,2022-03-22 07:00:00+00:00,INTRAHOUR_DOWNSIDE_STRESS,True,2022-03-22 07:00:00+00:00,42850.2,167,-94.37672488204589,-1783.4089097686972,2022-03-29 06:00:00+00:00,False
RD37_SELL_FLOW_IMPULSE_SHADOW,9,C2,1.0,ROBUSTNESS_2022,BTC-USDT,2022-03-22 05:00:00+00:00,2022-03-22 06:00:00+00:00,2022-03-29 06:00:00+00:00,MAX_HOLD_168H,47601.2,0.3758452875120835,16159.09229129452,20.19886536411815,1689.0321848866513,MOMENTUM_BREAKOUT,MB,True,True,2022-03-22 14:00:00+00:00,SELL_FLOW_IMPULSE,False,2022-03-22 14:00:00+00:00,42953.5,160,-55.60043770479705,-1744.6326225914484,2022-03-29 06:00:00+00:00,False
